Category	Term	loglift	logprob	Relevance	year
topico34	entrepreneurial_intention	4.9444	-4.6087	-0.78746	2016
topico34	exercise	4.9358	-3.3043	-0.00826	2016
topico34	romanian	4.9258	-4.9888	-1.02296	2016
topico34	anger	4.9121	-4.0828	-0.48484	2016
topico34	jealousy	4.904	-4.964	-1.0168	2016
topico34	incivility	4.9025	-5.3114	-1.22584	2016
topico34	elderly	4.898	-4.2706	-0.60316	2016
topico34	profession	4.8977	-3.4782	-0.12784	2016
topico34	heterosexual_man	4.894	-4.6859	-0.85394	2016
topico34	gay_men	4.8938	-5.3844	-1.27312	2016
topico34	cyprus	4.8864	-5.4842	-1.33596	2016
topico34	lesbian_woman	4.8753	-5.2662	-1.2096	2016
topico34	university_student	4.8742	-3.6606	-0.24668	2016
topico34	pet	4.8622	-5.6219	-1.42826	2016
topico34	swb	4.8616	-5.7083	-1.48034	2016
topico34	romania	4.8569	-5.4056	-1.3006	2016
topico34	lab	4.8532	-5.6039	-1.42106	2016
topico34	sti	4.8476	-5.6681	-1.46182	2016
topico34	gra	4.846	-5.7885	-1.5347	2016
topico34	persian	4.8363	-5.5621	-1.40274	2016
topico34	computer_use	4.821	-5.9729	-1.65534	2016
topico34	taiwanese	4.8006	-5.0748	-1.12464	2016
topico34	womena_health	4.7977	-6.1412	-1.76564	2016
topico34	ageism	4.7932	-5.7992	-1.56224	2016
topico34	kuwait	4.7906	-5.8923	-1.61914	2016
topico34	data_sugg	4.786	-5.6575	-1.4801	2016
topico34	young_woman	4.6433	-3.5432	-0.2686	2016
topico34	ambiguity	4.698	-4.4669	-0.80094	2016
topico34	gay_male	4.7044	-4.8707	-1.04066	2016
topico34	inconsistency	4.7374	-5.3305	-1.30334	2016
topico34	taiwan	3.7127	-5.5853	-1.8661	2016
topico34	relationship	1.2422	-5.2102	-2.62924	2016
topico34	value	1.567	-5.3442	-2.57972	2016
topico34	attitude	1.7655	-5.4214	-2.54664	2016
topico34	participant	1.4181	-5.5161	-2.74242	2016
topico35	poverty	5.005	-3.2406	0.05764	2016
topico35	latina	5.0025	-4.1404	-0.48324	2016
topico35	graduate	4.9765	-3.6522	-0.20072	2016
topico35	rwanda	4.9644	-4.9055	-0.95754	2016
topico35	budget	4.9619	-4.7502	-0.86536	2016
topico35	expenditure	4.9566	-4.6019	-0.7785	2016
topico35	asexual	4.9524	-5.1462	-1.10676	2016
topico35	low_income	4.9121	-4.3564	-0.649	2016
topico35	deprivation	4.9026	-4.8257	-0.93438	2016
topico35	political_science	4.8985	-5.426	-1.2962	2016
topico35	tanzania	4.8838	-4.8152	-0.9356	2016
topico35	graduation	4.8823	-5.2147	-1.1759	2016
topico35	social_skill	4.8798	-5.6824	-1.45752	2016
topico35	asexuality	4.8785	-5.8365	-1.5505	2016
topico35	purity	4.8728	-5.5645	-1.38958	2016
topico35	plan	4.8646	-3.3268	-0.05024	2016
topico35	gender_policy	4.8624	-5.7672	-1.51536	2016
topico35	curricular	4.853	-5.2111	-1.18546	2016
topico35	gender_poverty	4.8486	-5.9285	-1.61766	2016
topico35	carceral	4.8447	-6.0625	-1.69962	2016
topico35	lift	4.8418	-5.7592	-1.5188	2016
topico35	filipina	4.8405	-5.7759	-1.52934	2016
topico35	payoff	4.8387	-6.009	-1.66992	2016
topico35	field_gender	4.8385	-5.7022	-1.48592	2016
topico35	fulfillment	4.8363	-5.7401	-1.50954	2016
topico35	ordinary	4.8165	-4.9432	-1.03932	2016
topico35	significant_change	4.8107	-5.6831	-1.48558	2016
topico35	safeguard	4.8067	-5.958	-1.65212	2016
topico35	cross_dress	4.7978	-6.1361	-1.76254	2016
topico35	transvestite	4.7963	-6.2679	-1.84222	2016
topico35	chance	4.7933	-4.3309	-0.68122	2016
topico35	data_collected	4.7924	-5.7622	-1.54036	2016
topico35	neutrality	4.7685	-5.3182	-1.28352	2016
topico35	single_mother	4.7813	-5.6101	-1.45354	2016
topico35	compulsory	4.762	-5.3942	-1.33172	2016
topico35	planning	4.643	-4.3856	-0.77416	2016
topico35	huge	4.7225	-5.5626	-1.44856	2016
topico35	progress	3.9626	-4.3231	-1.00882	2016
topico35	medical_education	4.7153	-5.5643	-1.45246	2016
topico35	poor	3.9355	-4.3513	-1.03658	2016
topico35	thematic	4.236	-5.0844	-1.35624	2016
topico35	small_number	4.7254	-5.6804	-1.51808	2016
topico35	rationale	4.0976	-5.4669	-1.6411	2016
topico35	ignore	3.3645	-5.4293	-1.91178	2016
topico35	united_stat	4.641	-5.6688	-1.54488	2016
topico35	core	2.9901	-5.6014	-2.1648	2016
topico35	way	0.9195	-5.6684	-3.03324	2016
topico36	gbv	5.0535	-4.0555	-0.4119	2016
topico36	lgbtq	5.0453	-3.8416	-0.28684	2016
topico36	new_zealand	5.0163	-4.2316	-0.53244	2016
topico36	grandparent	5.0085	-5.001	-0.9972	2016
topico36	grandmother	4.9983	-5.1681	-1.10154	2016
topico36	marital_quality	4.9895	-5.2104	-1.13044	2016
topico36	cannabis_use	4.9849	-5.2035	-1.12814	2016
topico36	fetal	4.9786	-5.3269	-1.2047	2016
topico36	gossip	4.9765	-5.3719	-1.23254	2016
topico36	heal	4.9658	-5.2333	-1.15366	2016
topico36	queer_lgbtq	4.9628	-5.5193	-1.32646	2016
topico36	healing	4.9592	-5.2669	-1.17646	2016
topico36	grandchild	4.9531	-5.6242	-1.39328	2016
topico36	fetus	4.943	-5.5779	-1.36954	2016
topico36	transwomen	4.9406	-5.6901	-1.43782	2016
topico36	childhood	4.9386	-3.4928	-0.12024	2016
topico36	mixture	4.9192	-5.7401	-1.47638	2016
topico36	geographer	4.9104	-5.312	-1.22304	2016
topico36	grandfather	4.9085	-5.9415	-1.6015	2016
topico36	politeness	4.9026	-5.8366	-1.54092	2016
topico36	infancy	4.9019	-5.662	-1.43644	2016
topico36	state_anxiety	4.8874	-6.0382	-1.66796	2016
topico36	wash	4.887	-5.9732	-1.62912	2016
topico36	si	4.8838	-6.0023	-1.64786	2016
topico36	zealand	4.8734	-5.8809	-1.57918	2016
topico36	gut	4.8703	-6.1565	-1.74578	2016
topico36	childbear	4.8665	-5.8877	-1.58602	2016
topico36	anthology	4.8661	-6.1109	-1.7201	2016
topico36	placental	4.8614	-6.2024	-1.77688	2016
topico36	egalitarianism	4.8612	-4.8955	-0.99282	2016
topico36	hit	4.8535	-5.3078	-1.24328	2016
topico36	fear	4.8118	-3.2928	-0.05096	2016
topico36	property	4.8241	-3.9135	-0.41846	2016
topico36	fear_crime	4.8555	-5.5089	-1.36314	2016
topico36	murder	4.8255	-4.7459	-0.91734	2016
topico36	growth	4.7365	-3.3681	-0.12626	2016
topico36	separation	4.7803	-4.4961	-0.78554	2016
topico36	elaboration	4.8003	-5.0513	-1.11066	2016
topico36	traumatic	4.7388	-5.3753	-1.32966	2016
topico36	peak	4.6252	-5.0168	-1.16	2016
topico36	intersection_gender	4.6681	-5.2627	-1.29038	2016
topico36	adulthood	4.1256	-4.7184	-1.1808	2016
topico36	kill	4.4787	-5.2099	-1.33446	2016
topico36	ethiopia	4.4267	-5.2939	-1.40566	2016
topico36	experienced	4.3713	-5.3311	-1.45014	2016
topico36	discovery	4.5476	-5.4312	-1.43968	2016
topico36	middle	4.1269	-5.3325	-1.54874	2016
topico37	item	4.1857	-3.6085	-0.49082	2016
topico37	scale	4.1782	-3.1497	-0.21854	2016
topico37	subscale	4.1632	-4.7906	-1.20908	2016
topico37	reliability	4.1563	-5.3429	-1.54322	2016
topico37	factor_structure	4.1517	-5.4989	-1.63866	2016
topico37	instrument	4.1468	-4.0598	-0.77716	2016
topico37	validity	4.1452	-4.9614	-1.31876	2016
topico37	psychometric_propertie	4.142	-5.7482	-1.79212	2016
topico37	validation	4.1366	-5.4059	-1.5889	2016
topico37	inventory	4.135	-4.827	-1.2422	2016
topico37	pisa	4.1208	-5.9718	-1.93476	2016
topico37	invariance	4.1161	-5.6113	-1.72034	2016
topico37	interviewer	4.108	-5.9908	-1.95128	2016
topico37	psychometric	4.1038	-6.1137	-2.0267	2016
topico37	chemistry	4.1027	-5.9198	-1.9108	2016
topico37	internal_consistency	4.097	-6.3076	-2.14576	2016
topico37	subscal	4.0932	-6.3125	-2.15022	2016
topico37	validate	4.0826	-4.9677	-1.34758	2016
topico37	reliability_validity	4.081	-6.4307	-2.22602	2016
topico37	equivalence	4.0803	-6.3827	-2.1975	2016
topico37	invariant	4.0756	-6.2252	-2.10488	2016
topico37	factor_model	4.0646	-6.5037	-2.27638	2016
topico37	exploratory_factor	4.0581	-6.554	-2.30916	2016
topico37	students_gender	4.0536	-5.8717	-1.90158	2016
topico37	satisfactory	4.0519	-6.2798	-2.14712	2016
topico37	factorial	4.0487	-6.434	-2.24092	2016
topico37	questionnaire	4.046	-3.8101	-0.66766	2016
topico37	convergent_validity	4.0435	-6.7413	-2.42738	2016
topico37	validity_reliability	4.029	-6.8034	-2.47044	2016
topico37	perfectionism	4.0234	-6.0917	-2.04566	2016
topico37	score	3.9485	-3.724	-0.655	2016
topico37	correlation	3.9542	-4.3595	-1.03402	2016
topico37	version	3.8846	-4.6615	-1.24306	2016
topico37	administer	3.908	-5.022	-1.45	2016
topico37	valid	3.9702	-5.7693	-1.8735	2016
topico37	facet	3.754	-5.641	-1.883	2016
topico37	revise	3.6736	-5.5673	-1.87094	2016
topico37	measure	3.4327	-5.1856	-1.73828	2016
topico37	dimension	2.9649	-4.4001	-1.4541	2016
topico37	assess	2.6815	-4.2902	-1.50152	2016
topico37	latent	3.8486	-5.9647	-2.03938	2016
topico37	factor	2.461	-4.5403	-1.73978	2016
topico37	construct	2.3618	-4.732	-1.89448	2016
topico37	measurement	2.9689	-5.5084	-2.11748	2016
topico37	structure	2.151	-5.1303	-2.21778	2016
topico37	efficacy	2.9813	-5.5237	-2.1217	2016
topico37	evaluate	2.2407	-5.2358	-2.2452	2016
topico37	confirm	2.7077	-5.4431	-2.18278	2016
topico37	model	1.4514	-5.1542	-2.51196	2016
topico37	develop	1.4392	-5.4518	-2.6954	2016
topico37	level	1.1801	-5.5297	-2.84578	2016
topico37	indicate	1.3061	-5.5419	-2.8027	2016
topico38	candidate	4.5856	-3.7297	-0.40358	2016
topico38	party	4.5838	-3.5393	-0.29006	2016
topico38	election	4.5793	-4.1855	-0.67958	2016
topico38	voter	4.5689	-4.6102	-0.93856	2016
topico38	vote	4.5611	-4.8256	-1.07092	2016
topico38	electoral	4.5594	-4.8769	-1.10238	2016
topico38	campaign	4.5587	-3.6388	-0.3598	2016
topico38	quota	4.5566	-3.9442	-0.54388	2016
topico38	care_work	4.5461	-5.0264	-1.1974	2016
topico38	elect	4.5454	-5.156	-1.27544	2016
topico38	climate_change	4.5415	-4.7211	-1.01606	2016
topico38	parliament	4.5329	-5.0275	-1.20334	2016
topico38	politician	4.5281	-4.678	-0.99556	2016
topico38	gender_quota	4.5266	-5.4319	-1.4485	2016
topico38	female_candidate	4.525	-5.5166	-1.49996	2016
topico38	parliamentary	4.521	-5.3565	-1.4055	2016
topico38	president	4.503	-5.0891	-1.25226	2016
topico38	gun	4.4992	-5.7962	-1.67804	2016
topico38	voting	4.4915	-5.8931	-1.73926	2016
topico38	affirmative_action	4.4911	-5.5559	-1.5371	2016
topico38	partisan	4.4859	-5.8286	-1.7028	2016
topico38	committee	4.4858	-4.7413	-1.05046	2016
topico38	inmate	4.483	-5.4885	-1.4999	2016
topico38	municipal	4.4698	-5.5787	-1.5593	2016
topico38	women_political	4.4599	-5.9653	-1.79522	2016
topico38	electoral_system	4.4549	-6.2154	-1.94728	2016
topico38	surname	4.446	-6.2768	-1.98768	2016
topico38	care_worker	4.4425	-6.1706	-1.92536	2016
topico38	support_women	4.4411	-5.9916	-1.81852	2016
topico38	descriptive_representation	4.439	-6.1235	-1.8985	2016
topico38	parity	4.4386	-4.8328	-1.12424	2016
topico38	defense	4.4262	-5.1885	-1.34262	2016
topico38	run	4.3876	-4.2769	-0.8111	2016
topico38	win	4.3987	-4.9556	-1.21388	2016
topico38	municipality	4.3916	-5.4387	-1.50658	2016
topico38	office	4.2478	-4.6303	-1.07906	2016
topico38	political	3.9666	-3.6337	-0.59358	2016
topico38	issue	4.0392	-4.7763	-1.2501	2016
topico38	legislative	4.0894	-5.2876	-1.5368	2016
topico38	government	3.0404	-4.7566	-1.6378	2016
topico38	representation	2.3457	-4.8458	-1.9692	2016
topico38	politic	2.2293	-5.1806	-2.21664	2016
topico38	position	1.7423	-5.3202	-2.4952	2016
topico38	support	1.256	-5.3577	-2.71222	2016
topico38	affect	1.4439	-5.4313	-2.68122	2016
topico39	injury	4.9348	-3.9824	-0.41552	2016
topico39	internet	4.9312	-3.4822	-0.11684	2016
topico39	platform	4.9096	-4.2054	-0.5594	2016
topico39	photo	4.9082	-4.4657	-0.71614	2016
topico39	stroke	4.9062	-5.0132	-1.04544	2016
topico39	football	4.8896	-4.5125	-0.75166	2016
topico39	safety	4.8819	-3.6626	-0.2448	2016
topico39	online	4.8753	-3.014	0.14172	2016
topico39	forestry	4.8377	-5.7528	-1.5166	2016
topico39	muscular	4.8354	-5.615	-1.43484	2016
topico39	face_to_face	4.8202	-5.2248	-1.2068	2016
topico39	offline	4.8196	-5.282	-1.24136	2016
topico39	internet_bas	4.8139	-5.8318	-1.57352	2016
topico39	spectator	4.7995	-5.642	-1.4654	2016
topico39	occupant	4.7846	-6.1051	-1.74922	2016
topico39	fatal	4.7797	-5.9563	-1.6619	2016
topico39	use_internet	4.7693	-6.221	-1.82488	2016
topico39	sign	4.7657	-3.9308	-0.4522	2016
topico39	peer_group	4.7589	-5.7883	-1.56942	2016
topico39	investigator	4.758	-5.5812	-1.44552	2016
topico39	stone	4.75	-5.7842	-1.57052	2016
topico39	lot	4.7461	-5.4457	-1.36898	2016
topico39	mena_womena	4.7443	-6.3358	-1.90376	2016
topico39	religious_affiliation	4.7439	-5.9006	-1.6428	2016
topico39	primal_scene	4.7414	-6.3725	-1.92694	2016
topico39	league	4.7398	-5.7729	-1.56782	2016
topico39	neurological	4.7362	-6.1927	-1.82114	2016
topico39	media_coverage	4.733	-5.301	-1.2874	2016
topico39	fatality	4.7297	-6.3451	-1.91518	2016
topico39	preadolescent	4.7288	-5.6549	-1.50142	2016
topico39	analyze_gender	4.7252	-5.8453	-1.6171	2016
topico39	rigorous	4.71	-5.5822	-1.46532	2016
topico39	injure	4.7228	-5.9964	-1.70872	2016
topico39	offensive	4.7204	-5.9855	-1.70314	2016
topico39	self_presentation	4.6614	-5.6328	-1.51512	2016
topico39	mail	4.4855	-5.3875	-1.4383	2016
topico39	tangible	4.6566	-5.8277	-1.63398	2016
topico39	summer	4.5662	-5.6074	-1.53796	2016
topico39	miss	4.2637	-4.9518	-1.2656	2016
topico39	privacy	4.3726	-5.2627	-1.40858	2016
topico39	descriptive	4.2094	-5.0717	-1.35926	2016
topico39	joint	4.2017	-5.1206	-1.39168	2016
topico39	classify	3.9462	-5.1342	-1.50204	2016
topico39	electronic	4.2785	-5.4787	-1.57582	2016
topico39	submit	4.4197	-5.6146	-1.60088	2016
topico39	mixed_method	4.0361	-5.5783	-1.73254	2016
topico39	identify	1.7418	-5.0744	-2.34792	2016
topico39	hand	2.4939	-5.3593	-2.21802	2016
topico39	group	1.5924	-5.2874	-2.53548	2016
topico39	number	2.1086	-5.4113	-2.40334	2016
topico39	information	2.081	-5.4188	-2.41888	2016
topico39	post	2.4375	-5.4931	-2.32086	2016
topico39	isolate	3.9776	-5.5803	-1.75714	2016
topico39	result	1.484	-5.5621	-2.74366	2016
topico39	user	2.5632	-5.5802	-2.32284	2016
topico40	applicant	5.0368	-4.1079	-0.45002	2016
topico40	msm	5.0326	-4.0286	-0.40412	2016
topico40	irish	5.0294	-4.2479	-0.53698	2016
topico40	mining	5.0224	-4.5368	-0.71312	2016
topico40	conference	5.0208	-4.1784	-0.49872	2016
topico40	ireland	5.0182	-4.4074	-0.63716	2016
topico40	breastfeed	5.0166	-4.4553	-0.66654	2016
topico40	attractiveness	4.9997	-4.166	-0.49972	2016
topico40	temperature	4.9546	-5.4063	-1.26194	2016
topico40	sex_man	4.9538	-5.219	-1.14988	2016
topico40	sexualisation	4.9529	-5.1881	-1.1317	2016
topico40	networking	4.951	-5.0165	-1.0295	2016
topico40	hire	4.9447	-4.364	-0.64052	2016
topico40	outness	4.9427	-5.5914	-1.37776	2016
topico40	recruitment	4.9353	-4.167	-0.52608	2016
topico40	straight	4.9266	-4.7257	-0.86478	2016
topico40	cold	4.924	-5.5447	-1.35722	2016
topico40	breast	4.9111	-4.9879	-1.0283	2016
topico40	glbt	4.9086	-5.7905	-1.51086	2016
topico40	listen	4.9079	-4.366	-0.65644	2016
topico40	fat_studie	4.9043	-5.8772	-1.5646	2016
topico40	pilot	4.8985	-4.307	-0.6248	2016
topico40	thermal	4.895	-5.7607	-1.49842	2016
topico40	lgbt_people	4.8936	-5.3982	-1.28148	2016
topico40	lesbian_bisexual	4.8894	-5.1714	-1.14708	2016
topico40	men_sex	4.8863	-5.7137	-1.4737	2016
topico40	baby_boomer	4.885	-5.9242	-1.60052	2016
topico40	fire	4.8838	-5.2543	-1.19906	2016
topico40	session	4.8802	-3.9905	-0.44222	2016
topico40	stereotypically_masculine	4.8732	-5.8549	-1.56366	2016
topico40	sensation	4.872	-5.5798	-1.39908	2016
topico40	filter	4.8516	-5.1745	-1.16406	2016
topico40	attractive	4.7932	-4.7274	-0.91916	2016
topico40	discomfort	4.7376	-4.655	-0.89796	2016
topico40	backlash	4.6984	-5.0453	-1.14782	2016
topico40	brown	4.6823	-5.1153	-1.19626	2016
topico40	com	4.6813	-5.1165	-1.19738	2016
topico40	gay_bisexual	4.6411	-5.077	-1.18976	2016
topico40	application	3.6229	-4.5496	-1.2806	2016
topico40	visibility	3.5711	-5.3241	-1.76602	2016
topico40	interview	2.0205	-5.3839	-2.42214	2016
topico41	noun	4.4114	-4.3156	-0.8248	2016
topico41	grammatical_gender	4.4046	-4.4527	-0.90978	2016
topico41	speaker	4.389	-4.4186	-0.89556	2016
topico41	word	4.3821	-3.704	-0.46956	2016
topico41	semantic	4.3809	-5.0035	-1.24974	2016
topico41	linguistic	4.3787	-4.2027	-0.77014	2016
topico41	bilingual	4.3783	-5.19	-1.36268	2016
topico41	game	4.369	-3.9957	-0.64982	2016
topico41	comprehension	4.3646	-5.4114	-1.501	2016
topico41	assignment	4.364	-4.892	-1.1896	2016
topico41	pronoun	4.3615	-5.3657	-1.47482	2016
topico41	lexical	4.3545	-5.693	-1.674	2016
topico41	spanish	4.3515	-3.8032	-0.54132	2016
topico41	grammatical	4.35	-5.6481	-1.64886	2016
topico41	plural	4.3493	-5.655	-1.65328	2016
topico41	gaming	4.3461	-5.7685	-1.72266	2016
topico41	verb	4.335	-5.9544	-1.83864	2016
topico41	grammar	4.3259	-5.7662	-1.72936	2016
topico41	language_use	4.322	-6.0512	-1.90192	2016
topico41	monolingual	4.32	-6.0875	-1.9245	2016
topico41	determiner	4.3191	-6.1176	-1.94292	2016
topico41	native_speaker	4.315	-6.158	-1.9688	2016
topico41	acquisition	4.3114	-4.9919	-1.27058	2016
topico41	nominal	4.3098	-6.1799	-1.98402	2016
topico41	syntactic	4.3096	-6.2051	-1.99922	2016
topico41	proficiency	4.306	-5.7249	-1.71254	2016
topico41	english	4.3012	-4.1129	-0.74726	2016
topico41	reading_comprehension	4.3011	-6.1619	-1.9767	2016
topico41	referent	4.2935	-5.7219	-1.71574	2016
topico41	german	4.2739	-4.087	-0.74264	2016
topico41	object	4.2254	-3.9972	-0.70816	2016
topico41	mark	4.1151	-4.0913	-0.80874	2016
topico41	transport	4.2472	-5.5192	-1.61264	2016
topico41	speak	4.0917	-4.2327	-0.90294	2016
topico41	form	4.0093	-4.5916	-1.15124	2016
topico41	sentence	3.8999	-5.0214	-1.45288	2016
topico41	phrase	4.2193	-5.8577	-1.8269	2016
topico41	usage	3.8422	-5.175	-1.56812	2016
topico41	agreement	3.3562	-5.1848	-1.7684	2016
topico41	play	2.6335	-4.6631	-1.74446	2016
topico41	language	2.6179	-4.8406	-1.8572	2016
topico41	pair	3.4877	-5.3405	-1.80922	2016
topico41	system	2.2582	-4.8678	-2.0174	2016
topico41	learner	3.2115	-5.3484	-1.92444	2016
topico41	production	2.5702	-5.2082	-2.09684	2016
topico41	gender	2.072	-5.1171	-2.24146	2016
topico41	feature	2.2497	-5.4012	-2.34084	2016
topico42	occupation	5.0352	-2.9633	0.2361	2016
topico42	celebrity	5.0128	-4.251	-0.54548	2016
topico42	ocb	4.9942	-4.9601	-0.97838	2016
topico42	south_asian	4.9905	-4.6936	-0.81996	2016
topico42	spousal	4.9842	-4.9521	-0.97758	2016
topico42	beauty	4.9785	-3.9214	-0.36144	2016
topico42	threat	4.9755	-3.2761	0.02454	2016
topico42	voluntary	4.9555	-4.5229	-0.73154	2016
topico42	soc	4.9471	-5.3164	-1.211	2016
topico42	social_norm	4.9312	-4.3621	-0.64478	2016
topico42	feminist_identity	4.9282	-5.4524	-1.30016	2016
topico42	gender_binary	4.9256	-5.5874	-1.3822	2016
topico42	disagreement	4.9215	-5.2381	-1.17426	2016
topico42	dominated_occupation	4.9193	-5.6571	-1.42654	2016
topico42	horse	4.8948	-5.8612	-1.5588	2016
topico42	compatibility	4.8893	-5.5063	-1.34806	2016
topico42	green	4.8808	-4.8992	-0.9872	2016
topico42	repair	4.8692	-5.4616	-1.32928	2016
topico42	reminder	4.862	-5.9398	-1.61908	2016
topico42	regret	4.8602	-5.7794	-1.52356	2016
topico42	objectification_woman	4.8553	-6.1388	-1.74116	2016
topico42	medical_intervention	4.8537	-6.0397	-1.68234	2016
topico42	escort	4.8471	-5.7639	-1.5195	2016
topico42	sickness_absence	4.8442	-6.1905	-1.77662	2016
topico42	discount	4.8334	-5.6105	-1.43294	2016
topico42	occupational_gender	4.8289	-6.178	-1.77524	2016
topico42	stereotype_activation	4.8282	-6.1469	-1.75686	2016
topico42	beer	4.8279	-6.1828	-1.77852	2016
topico42	male_client	4.8177	-6.1384	-1.75596	2016
topico42	earner	4.8169	-5.8962	-1.61096	2016
topico42	marketplace	4.8115	-5.5048	-1.37828	2016
topico42	threaten	4.7895	-4.1088	-0.54948	2016
topico42	occupational	4.7307	-4.191	-0.62232	2016
topico42	bargaining_power	4.7898	-5.7108	-1.51056	2016
topico42	continuum	4.6854	-5.009	-1.13124	2016
topico42	persona	4.7075	-5.281	-1.2856	2016
topico42	gender_play	4.7568	-5.5836	-1.44744	2016
topico42	cosmetic	4.699	-5.3693	-1.34198	2016
topico42	immediate	4.5727	-4.9678	-1.1516	2016
topico42	congruent	4.6032	-5.1717	-1.26174	2016
topico42	social_role	4.4978	-5.1818	-1.30996	2016
topico42	extreme	4.193	-5.0038	-1.32508	2016
topico42	empirical_data	4.6177	-5.5354	-1.47416	2016
topico42	force	2.7628	-5.1076	-1.95944	2016
topico42	condition	2.0476	-5.1966	-2.29892	2016
topico42	norm	2.1322	-5.2345	-2.28782	2016
topico42	individual	1.416	-5.2805	-2.6019	2016
topico42	type	1.7016	-5.3354	-2.5206	2016
topico42	role	1.2572	-5.3819	-2.72626	2016
topico43	offender	4.8199	-4.0016	-0.473	2016
topico43	benevolent_sexism	4.801	-4.8618	-0.99668	2016
topico43	sexual_violence	4.7923	-3.9815	-0.47198	2016
topico43	role_conflict	4.788	-5.1833	-1.19478	2016
topico43	stigma	4.7871	-3.5497	-0.21498	2016
topico43	offend	4.7845	-4.8072	-0.97052	2016
topico43	disaster	4.7771	-4.414	-0.73756	2016
topico43	rehabilitation	4.7754	-5.2633	-1.24782	2016
topico43	prince	4.7737	-5.2874	-1.26296	2016
topico43	exposure	4.7734	-3.241	-0.03524	2016
topico43	role_orientation	4.7678	-5.474	-1.37728	2016
topico43	criminal_justice	4.7648	-5.1336	-1.17424	2016
topico43	risk_assessment	4.7554	-5.6251	-1.4729	2016
topico43	criminal_justice_system	4.7549	-5.4168	-1.34812	2016
topico43	convict	4.7432	-5.5804	-1.45096	2016
topico43	probation	4.7328	-5.8347	-1.6077	2016
topico43	gender_role_orientation	4.7285	-5.7591	-1.56406	2016
topico43	relationship_satisfaction	4.7264	-4.9322	-1.06876	2016
topico43	self_care	4.7209	-5.8717	-1.63466	2016
topico43	genocide	4.7196	-5.724	-1.54656	2016
topico43	partnera	4.7196	-5.7719	-1.5753	2016
topico43	conduct_problem	4.7178	-5.8877	-1.6455	2016
topico43	gender_role_conflict	4.7108	-5.9486	-1.68484	2016
topico43	grc	4.7091	-5.9847	-1.70718	2016
topico43	conviction	4.7004	-5.5533	-1.45182	2016
topico43	female_offender	4.7001	-5.9915	-1.71486	2016
topico43	princea	4.6961	-6.1029	-1.7833	2016
topico43	health_problem	4.6946	-5.125	-1.19716	2016
topico43	mental_health_problem	4.6939	-5.8996	-1.6622	2016
topico43	endorsement	4.6935	-4.3043	-0.70518	2016
topico43	threshold	4.688	-4.716	-0.9544	2016
topico43	cumulative	4.6608	-5.1118	-1.20276	2016
topico43	sanction	4.6517	-4.9827	-1.12894	2016
topico43	cohabitation	4.6706	-5.4911	-1.42642	2016
topico43	role_model	4.5856	-4.6752	-0.97088	2016
topico43	judgement	4.6152	-5.3865	-1.38582	2016
topico43	charge	4.4749	-4.7367	-1.05206	2016
topico43	discrepancy	4.4603	-4.6814	-1.02472	2016
topico43	offence	4.682	-5.7193	-1.55878	2016
topico43	factors_influenc	4.5006	-5.5486	-1.52892	2016
topico43	hostile	4.1851	-5.5478	-1.65464	2016
topico43	risk	2.0905	-5.1765	-2.2697	2016
topico43	outcome	1.9141	-5.3412	-2.43908	2016
topico43	expose	2.677	-5.5349	-2.25014	2016
topico44	ict	4.8685	-4.3985	-0.6917	2016
topico44	unemployment	4.8326	-4.2172	-0.59728	2016
topico44	portfolio	4.8247	-5.2499	-1.22006	2016
topico44	admission	4.8145	-4.5544	-0.80684	2016
topico44	bargaining	4.8105	-5.206	-1.1994	2016
topico44	approval	4.7901	-5.1864	-1.1958	2016
topico44	wage_distribution	4.7898	-5.3713	-1.30686	2016
topico44	unemployed	4.7741	-5.2748	-1.25524	2016
topico44	single_woman	4.7733	-5.6848	-1.50156	2016
topico44	cluster	4.773	-3.8468	-0.39888	2016
topico44	lending	4.7577	-5.7815	-1.56582	2016
topico44	self_harm	4.7402	-6.0241	-1.71838	2016
topico44	screen	4.7308	-3.9371	-0.46994	2016
topico44	fund	4.7294	-4.0432	-0.53416	2016
topico44	nonprofit	4.7234	-6.1287	-1.78786	2016
topico44	membersa	4.722	-6.0845	-1.7619	2016
topico44	hiv_relat	4.7213	-5.8852	-1.6426	2016
topico44	cps	4.7188	-6.0436	-1.73864	2016
topico44	involuntary	4.7133	-5.6529	-1.50642	2016
topico44	smoking_cessation	4.7114	-5.7966	-1.5934	2016
topico44	medicare	4.7112	-6.1385	-1.79862	2016
topico44	digital_divide	4.7111	-5.8704	-1.6378	2016
topico44	inactivity	4.7071	-6.2183	-1.84814	2016
topico44	treatment_seek	4.7044	-6.2016	-1.8392	2016
topico44	stall	4.7009	-5.8944	-1.65628	2016
topico44	lower_income	4.696	-6.1551	-1.81466	2016
topico44	aud	4.694	-6.3088	-1.90768	2016
topico44	county	4.6826	-4.6063	-0.89074	2016
topico44	quality_care	4.6723	-6.2893	-1.90466	2016
topico44	stratify	4.6712	-5.2862	-1.30324	2016
topico44	discrimination	4.6481	-2.8541	0.14678	2016
topico44	regular	4.659	-4.7331	-0.97626	2016
topico44	screening	4.6566	-5.4854	-1.4286	2016
topico44	facility	4.5595	-4.6319	-0.95534	2016
topico44	health_care	4.5079	-4.3754	-0.82208	2016
topico44	casual	4.6185	-5.566	-1.4922	2016
topico44	admit	4.5929	-5.4316	-1.4218	2016
topico44	approve	4.598	-5.5445	-1.4875	2016
