term	Category	Freq	Term	Total	loglift	logprob	prob
10486	topico80	10.272561	hypothesized_found	11.229322	4.952600002	-7.459300041	-2.494540024
32849	topico80	69.38982	transphobia	76.02666	4.950300217	-5.548999786	-1.349279785
21403	topico80	12.217635	longitudinal_conduct	13.512561	4.940899849	-7.285900116	-2.39518013
13903	topico80	22.6954	never_marri	25.803944	4.913300037	-6.666600227	-2.034640121
25137	topico80	14.405954	data_china	16.486841	4.906799793	-7.121099949	-2.309940052
28027	topico80	10.549501	offer_important	12.131395	4.90199995	-7.432700157	-2.498820114
4166	topico80	46.17197	remarriage	53.74995	4.889699936	-5.956399918	-1.617959976
28685	topico80	13.482442	net_worth	15.752414	4.886099815	-7.187399864	-2.357999992
27609	topico80	39.859	men_lesbian	47.09213	4.874899864	-6.10340023	-1.712080193
15467	topico80	16.149588	oslo	19.255447	4.865799904	-7.006899834	-2.257819939
11920	topico80	74.36763	milestone	88.75827	4.864799976	-5.479800224	-1.341960144
24999	topico80	13.232936	teachers_rating	15.809376	4.863800049	-7.206099987	-2.378139973
16646	topico80	25.45871	pimp	30.430359	4.863299847	-6.551700115	-1.98570013
4828	topico80	32.154568	latinos	38.52542	4.860899925	-6.318200111	-1.846560097
11838	topico80	13.672399	morbid	16.398237	4.859899998	-7.173399925	-2.360079956
22887	topico80	66.49185	prosocial	82.181274	4.829800129	-5.591700077	-1.423099995
2312	topico80	609.0647	consumer	890.89716	4.661399841	-3.376899958	-0.161580038
1927	topico80	534.5004	product	876.4105	4.547200203	-3.507400036	-0.28555994
7308	topico80	164.18857	latino	252.56769	4.611000061	-4.687799931	-0.968279934
13250	topico80	61.344856	problem_behavior	85.37775	4.711100101	-5.672299862	-1.518939877
31781	topico80	31.080652	stock_market	39.919804	4.791399956	-6.352200031	-1.894760036
25338	topico80	58.836216	gay_men_lesbian	84.79851	4.676199913	-5.714000225	-1.55792017
13490	topico80	48.578922	lesbians_gay	72.84619	4.636499882	-5.905600071	-1.68876009
637	topico80	318.25092	generation	839.22034	4.072100163	-4.025899887	-0.786699867
9303	topico80	103.66139	acculturation	211.77454	4.327300072	-5.147600174	-1.357640076
8230	topico80	126.11908	purchase	304.59384	4.159900188	-4.951600075	-1.306999969
24586	topico80	26.61257	non_conformity	36.0612	4.73789978	-6.507400036	-2.009280109
4378	topico80	61.383015	generational	149.58154	4.151000023	-5.671599865	-1.74255991
11773	topico80	40.60045	novelty	81.2914	4.347400188	-6.085000038	-1.912039948
1029	topico80	141.09674	market	1163.0604	2.932300091	-4.839300156	-1.730660057
3875	topico80	92.082275	consumption	727.61194	2.974600077	-5.26609993	-1.969819927
3103	topico80	110.70309	behaviour	1280.173	2.593800068	-5.08190012	-2.011620045
12807	topico80	65.761284	childrena	468.37415	3.078399897	-5.602700233	-2.130260181
387	topico80	90.57594	attitude	2127.9685	1.88499999	-5.282599926	-2.415559959
8000	topico80	43.521824	touch	208.70175	3.473999977	-6.015500069	-2.21970005
54	topico80	77.10137	value	2819.0903	1.442600012	-5.443699837	-2.689179897
2250	topico80	44.0602	marry	380.23126	2.886499882	-6.003200054	-2.44732008
1839	topico80	60.504017	low	2171.0496	1.461400032	-5.686100006	-2.827099991
1470	topico80	40.604485	cross_cultural	314.59882	2.994299889	-6.084899902	-2.453219986
287	topico80	62.60742	influence	4064.6165	0.868499994	-5.651899815	-3.043739891
746	topico80	52.78143	mean	2606.453	1.142099977	-5.822599888	-3.036719942
506	topico80	55.44657	show	3961.305	0.772800028	-5.77339983	-3.154919887
848	topico80	46.57201	participant	2785.3179	0.950600028	-5.947800159	-3.188440084
430	topico80	46.64051	relation	3224.9238	0.805499971	-5.94630003	-3.245580029
320	topico80	46.224392	relationship	4488.32	0.465999991	-5.955299854	-3.386779916
30649	topico81	58.49251	superhero	59.07978	4.97300005	-5.778600216	-1.47796011
18740	topico81	66.526306	hukou	67.44965	4.969200134	-5.64989996	-1.402259922
34368	topico81	41.372463	gendered_racial	42.08614	4.965899944	-6.124899864	-1.688579941
15994	topico81	67.85139	gender_race_ethnicity	69.0683	4.965199947	-5.630199909	-1.392039967
22157	topico81	30.536388	theorya	31.089413	4.965000153	-6.428599834	-1.87115984
30603	topico81	29.938177	underage	30.533422	4.963300228	-6.448299885	-1.88365984
29897	topico81	27.922132	cfi	28.523691	4.961699963	-6.518099785	-1.926179886
31469	topico81	17.703747	gender_racial_ethnic_difference	18.259007	4.9520998	-6.973700047	-2.203380108
661	topico81	52.200012	puerto_rico	54.310196	4.943399906	-5.892399788	-1.55807991
4730	topico81	60.283382	african_american_woman	62.836483	4.941500187	-5.748400211	-1.472440052
32288	topico81	14.880679	power_over	15.548609	4.939099789	-7.147399902	-2.312800026
33230	topico81	25.901041	porn_studie	27.213903	4.933499813	-6.593200207	-1.982520199
32604	topico81	21.827702	australiaa	23.03351	4.929200172	-6.76429987	-2.086899853
26711	topico81	12.48024	blocker	13.258646	4.922500134	-7.323299885	-2.424979877
10003	topico81	25.582119	american_youth	27.197134	4.921800137	-6.60559988	-1.994639874
12601	topico81	209.6518	racial_ethnic	224.02953	4.916699886	-4.501999855	-0.734519958
367	topico81	1121.8606	african_american	1216.6459	4.901899815	-2.824700117	0.265939856
13098	topico81	14.410572	educational_inequality	15.7635975	4.893199921	-7.179500103	-2.350420094
27782	topico81	13.611498	young_women_young_man	14.902093	4.892399788	-7.236599922	-2.385000038
5075	topico81	28.984886	white_asian	31.740683	4.892199993	-6.480700016	-1.931540012
24019	topico81	21.310627	caller	23.403881	4.88929987	-6.788300037	-2.117260075
28119	topico81	27.373028	occupational_prestige	30.083715	4.888599873	-6.537899971	-1.967300034
27977	topico81	17.26147	religious_community	18.996075	4.887199879	-6.999000072	-2.244520092
15995	topico81	14.169109	hispanic_black	15.649842	4.883600235	-7.196400166	-2.364400005
32349	topico81	11.549249	rmsea	12.768102	4.882699966	-7.400899887	-2.487459946
12825	topico81	10.944424	patterns_alcohol	12.350331	4.862100124	-7.454599857	-2.527919865
18417	topico81	71.86201	saint	81.1453	4.861499786	-5.572700024	-1.3990201
16232	topico81	11.031543	african_american_college_student	12.473397	4.860099792	-7.446700096	-2.523980141
6972	topico81	375.0454	race_ethnicity	426.34064	4.854800224	-3.920399904	-0.410319853
6639	topico81	132.89647	girlhood	151.20702	4.853899956	-4.957900047	-1.033180046
8789	topico81	77.77399	maturity	91.11448	4.824699879	-5.493700027	-1.366340065
26788	topico81	20.40448	participation_political	23.433208	4.844600201	-6.831699848	-2.161179829
16411	topico81	37.23318	hormone_therapy	44.59099	4.802700043	-6.23029995	-1.817099953
34596	topico81	24.97502	porna	29.082321	4.830699921	-6.629600048	-2.045480061
13592	topico81	202.93782	surgery	287.82385	4.633500099	-4.534599781	-0.867359829
6201	topico81	29.531921	racial_ethnic_group	34.918785	4.815400124	-6.461999893	-1.951039886
6814	topico81	113.558525	racial_gender	155.465	4.668900013	-5.115200043	-1.20156002
25186	topico81	39.89375	minnesota	48.884903	4.779699802	-6.161300182	-1.784900188
12308	topico81	32.58125	peer_interaction	39.814793	4.78249979	-6.363699913	-1.905220032
1321	topico81	102.24703	white_man	164.05428	4.510200024	-5.220099926	-1.327979946
8248	topico81	90.038795	drinker	141.10474	4.533699989	-5.347199917	-1.394839954
9296	topico81	55.359257	kiss	77.64915	4.644599915	-5.833600044	-1.642320061
15538	topico81	46.040966	seniority	62.629	4.675300121	-6.01789999	-1.740619946
10057	topico81	171.12468	racism	353.2885	4.258100033	-4.70510006	-1.119820023
5665	topico81	85.30314	american_woman	149.82658	4.419700146	-5.401299953	-1.472899914
13705	topico81	47.370903	social_anxiety	66.9147	4.637599945	-5.989500046	-1.738660049
436	topico81	269.73486	white	906.5022	3.770800114	-4.25	-1.041679955
9791	topico81	102.341095	camp	225.54369	4.192800045	-5.219200134	-1.454400063
10915	topico81	49.763004	learning_style	80.70541	4.499499798	-5.940199852	-1.764319992
832	topico81	111.35482	gender_race	329.80035	3.897200108	-5.134799957	-1.521999931
1567	topico81	173.77061	race_gender	741.2609	3.532399893	-4.689700127	-1.400860119
6886	topico81	65.109024	analyst	143.59995	4.191999912	-5.67140007	-1.726040077
4059	topico81	58.76214	accident	131.59329	4.176799774	-5.774000168	-1.793680191
849	topico81	132.517	race	1006.7666	2.955199957	-4.960800171	-1.79440012
1438	topico81	132.8968	youth	1675.176	2.448899984	-4.957900047	-1.995180035
674	topico81	107.71975	american	910.74	2.84829998	-5.167900085	-1.961420059
4991	topico81	87.73671	black	953.4278	2.597300053	-5.373099804	-2.184939861
1448	topico81	107.83045	girl	2807.0803	1.72360003	-5.166900158	-2.410700083
5004	topico81	59.549927	hispanic	221.89938	3.667599916	-5.760700226	-1.989380169
956	topico81	75.911644	interaction	2034.6719	1.694499969	-5.51789999	-2.632940006
4070	topico81	58.641384	criterion	571.91174	2.70539999	-5.776000023	-2.383440018
1783	topico81	58.692028	play	1970.3734	1.469300032	-5.77519989	-2.877399921
8783	topico82	125.17838	binge_drink	126.39322	5.159699917	-4.831299782	-0.834899902
15857	topico82	94.67187	orgasm	96.019646	5.15530014	-5.11070013	-1.004300022
27086	topico82	48.926468	sex_offender	49.654278	5.154600143	-5.770800114	-1.400640011
32039	topico82	39.49397	twilight	40.11903	5.153699875	-5.984899998	-1.529460049
9810	topico82	28.883675	managera	29.44005	5.150300026	-6.297800064	-1.718560028
31532	topico82	33.910496	nudity	34.704006	5.146299839	-6.137300014	-1.623860073
25489	topico82	23.063597	slash	23.642986	5.144599915	-6.522799969	-1.855840015
6560	topico82	23.016775	stranger_rape	23.641779	5.14260006	-6.524799824	-1.85783987
29725	topico82	18.100252	howard	18.764082	5.133399963	-6.765100002	-2.005700016
18188	topico82	69.687065	boss	72.49994	5.129799843	-5.417099953	-1.198340034
20579	topico82	12.470001	victims_offender	13.0948	5.120500088	-7.137700081	-2.234420013
28453	topico82	14.082905	glass_ceiling_sticky_floor	14.795371	5.119999886	-7.01609993	-2.161660004
18675	topico82	11.310493	contemporary_historical	11.897784	5.118800163	-7.235300064	-2.293659973
31274	topico82	15.785912	victim_age	16.649591	5.116099834	-6.90199995	-2.094760036
20987	topico82	10.483507	sexuality_gender_identity	11.107652	5.111599922	-7.311299801	-2.342139912
19623	topico82	21.79443	care_utilization	23.129513	5.109899998	-6.579400063	-1.903680038
8349	topico82	28.533533	predator	30.338366	5.108099937	-6.309999943	-1.742759991
28192	topico82	11.086834	manovas	11.900767	5.098599911	-7.255300045	-2.313740063
25362	topico82	15.668384	penile	16.920523	5.09250021	-6.909399986	-2.108639908
20135	topico82	18.770987	blinder_oaxaca	20.320347	5.090099812	-6.72879982	-2.001239967
15024	topico82	18.275337	indirect_aggression	19.879436	5.085299969	-6.75549984	-2.019179916
28839	topico82	16.80201	cuerpo	18.358139	5.080800056	-6.839600086	-2.071440029
2004	topico82	25.501028	assailant	27.977812	5.076700211	-6.422399998	-1.822759914
20640	topico82	14.078806	psychometric_properti	15.472767	5.074999809	-7.01639986	-2.179839993
32171	topico82	15.192537	fica	16.805218	5.068500042	-6.940299988	-2.136779976
12413	topico82	12.29619	problem_focus	13.632737	5.06619978	-7.151800156	-2.264600182
15608	topico82	29.005808	exposur	32.317608	5.061299801	-6.293600082	-1.751640129
21158	topico82	11.990421	carolina	13.493773	5.051300049	-7.177000046	-2.285680008
34480	topico82	14.384226	significantly_increase	16.267893	5.046299934	-6.994900227	-2.178420162
34729	topico82	36.25444	firma	41.070827	5.044700146	-6.070499897	-1.62441988
30691	topico82	17.431862	ciudad	19.751116	5.044499874	-6.802800179	-2.063880157
26145	topico82	130.20758	bystander	152.14395	5.013700008	-4.791900158	-0.869660091
12473	topico82	48.958652	procrastination	56.421013	5.027500153	-5.770100117	-1.451060009
12059	topico82	72.03899	garden	86.853355	4.98239994	-5.383900166	-1.237380123
12087	topico82	54.642265	internalizing_symptom	66.18703	4.977700233	-5.660299778	-1.405099773
29504	topico82	31.08905	graham	37.163437	4.99090004	-6.224199772	-1.738159847
27669	topico82	20.92986	telenovela	24.303186	5.019999981	-6.619900227	-1.963940144
5762	topico82	20.485483	madre	23.984749	5.011700153	-6.64139986	-1.980159855
18981	topico82	18.401197	blueprint	21.158875	5.029799938	-6.748700142	-2.03730011
9398	topico82	29.211102	victimization_experience	37.9882	4.906700134	-6.286499977	-1.809219933
2528	topico82	143.58824	subordinate	314.43353	4.38560009	-4.694099903	-1.062219906
33709	topico82	26.951157	subjective_wellbe	34.864918	4.911900043	-6.367000103	-1.855440044
14525	topico82	49.613697	trump	79.46808	4.698299885	-5.756800175	-1.574760151
750	topico82	66.18023	stranger	120.76024	4.56799984	-5.468699932	-1.454020023
22617	topico82	23.922094	vagina	29.996124	4.943099976	-6.486299992	-1.914540005
25023	topico82	27.035757	attire	35.81943	4.888100147	-6.363900185	-1.863100052
7080	topico82	31.481958	victims_perpetrator	45.031975	4.811399937	-6.211699963	-1.802460003
418	topico82	39.515816	native_american	64.014626	4.686999798	-5.984399796	-1.715839958
10988	topico82	83.06597	advice	269.4266	3.9927001	-5.241399765	-1.547759819
23844	topico82	25.961235	utopia	38.336628	4.779600143	-6.404500008	-1.930859947
18856	topico82	29.987843	white_collar	53.48871	4.59070015	-6.260300159	-1.919900036
19743	topico82	31.026806	supervise	60.507874	4.50150013	-6.226200104	-1.93512001
3180	topico82	58.446987	sexual_behavior	371.6915	3.319499969	-5.592899799	-2.027939892
3676	topico82	85.61231	victim	1403.0824	2.372800112	-5.211200237	-2.177600098
6562	topico82	44.47369	vignette	218.32867	3.578299999	-5.86619997	-2.088399982
2889	topico82	54.113758	responsibility	611.3272	2.744899988	-5.670000076	-2.304040051
226	topico82	71.45459	context	4036.643	1.13530004	-5.392000198	-2.781080103
275	topico82	57.39591	association	2213.6057	1.51699996	-5.611100197	-2.759860134
3223	topico82	43.695812	male	833.44604	2.221100092	-5.88380003	-2.641839981
329	topico82	46.712948	stereotype	2296.4385	1.274299979	-5.816999912	-2.980479956
1485	topico82	36.76059	strain	298.2363	3.075900078	-6.056600094	-2.403600025
298	topico82	48.02624	role	3674.3333	0.832000017	-5.789299965	-3.140779972
320	topico82	46.823948	relationship	4488.32	0.606599987	-5.814700127	-3.246180081
158	topico82	40.496418	phenomenon	1003.97064	1.958899975	-5.959899902	-2.792379951
885	topico82	44.106976	men_woman	3130.8958	0.906899989	-5.874499798	-3.161939883
6251	topico82	37.55076	university_student	501.74167	2.576999903	-6.035399914	-2.590439987
127	topico82	41.386383	model	3886.7346	0.626999974	-5.938099861	-3.312059927
1437	topico82	37.711613	violence	2065.579	1.166200042	-6.031099796	-3.152179861
29533	topico83	266.39474	porn	267.18484	4.052299976	-5.190199852	-1.493199921
17261	topico83	138.91788	menstruation	139.5793	4.050600052	-5.841300011	-1.884539986
17303	topico83	34.434746	lovea	35.058384	4.037399769	-7.236100197	-2.726700211
28337	topico83	30.70394	grotesque	31.303774	4.035999775	-7.350800037	-2.796080112
23682	topico83	27.622484	rhythmic	28.198864	4.034699917	-7.456500053	-2.860020065
28173	topico83	155.47267	pornographic	158.78322	4.034200191	-5.728700161	-1.82354002
28169	topico83	28.856354	hardcore	29.48052	4.033899784	-7.412799835	-2.834119987
22614	topico83	25.02697	heterosex	25.598291	4.032700062	-7.5552001	-2.920040035
22203	topico83	27.066074	fin_de_sia_cle	27.823854	4.027699947	-7.476900101	-2.875060081
25647	topico83	21.365221	queer_theorist	21.9722	4.027299881	-7.713399887	-3.01711998
29727	topico83	25.504852	sexual_subject	26.251041	4.026500225	-7.536300182	-2.911180019
33052	topico83	19.43817	ga?nero_sexualidade	20.02061	4.025800228	-7.807899952	-3.07441988
27629	topico83	19.67506	human_reproduction	20.273674	4.025300026	-7.795800209	-3.067360115
15209	topico83	21.056936	anti_bully	21.702538	4.025100231	-7.727900028	-3.026699924
10827	topico83	19.264011	literary_critic	20.020193	4.016799927	-7.816899776	-3.083419895
29860	topico83	14.132996	preface	14.715797	4.014900208	-8.126600266	-3.270000076
32803	topico83	16.128395	history_sexuality	16.796076	4.014699936	-7.994599819	-3.190879917
25261	topico83	12.711193	artistry	13.266997	4.012499809	-8.232700348	-3.334620285
27863	topico83	19.448814	sexual_subjectivity	20.309555	4.012000084	-7.807400227	-3.079640102
17214	topico83	570.8958	pornography	597.9521	4.008999825	-4.427999973	-1.053200054
22819	topico83	17.629084	chicano	18.49264	4.007500172	-7.905600071	-3.140359974
15309	topico83	13.079047	expression_sexual	13.790696	4.002299786	-8.204099655	-3.321539879
3790	topico83	282.85858	homosexual	298.56467	4.001299858	-5.130199909	-1.477600002
22195	topico83	15.172048	identity_sexuality	16.150267	3.992799997	-8.055700302	-3.236300182
15193	topico83	14.104232	ex_lover	15.111143	3.986299992	-8.128700256	-3.282700157
27924	topico83	18.026266	inaugurate	19.355247	3.984200001	-7.883299828	-3.136299896
21369	topico83	27.349428	legend	29.405401	3.982800007	-7.466499805	-2.886779881
13003	topico83	17.381702	sex_change	18.764727	3.978699923	-7.919700146	-3.160340118
26148	topico83	9.411812	em_uma	10.161833	3.978600025	-8.533200264	-3.528480148
20300	topico83	16.069996	masochism	17.448616	3.97300005	-7.99819994	-3.209719944
25993	topico83	125.724625	sexual_desire	136.76004	3.971199989	-5.941100121	-1.976180077
3242	topico83	535.14484	gay	594.28107	3.950500011	-4.492599964	-1.115359974
12912	topico83	63.472267	cuban	69.1297	3.969899893	-6.624599934	-2.386800003
15278	topico83	48.583168	theater	53.02708	3.967799902	-6.891900063	-2.548020077
8754	topico83	334.2597	homosexuality	391.96674	3.895999908	-4.963200092	-1.419520092
23780	topico83	53.72011	sexual_pleasure	59.66127	3.950400114	-6.791399956	-2.494679928
3749	topico83	1488.1611	sexuality	1958.9373	3.780400038	-3.469899893	-0.569779921
10440	topico83	111.74581	taboo	132.39087	3.885799885	-6.058899879	-2.081019974
15907	topico83	48.820194	arab_woman	54.868206	3.938499928	-6.887000084	-2.556800079
12911	topico83	61.469894	cuba	70.28549	3.921299934	-6.656599998	-2.425440025
20485	topico83	41.490395	perverse	46.47444	3.941900015	-7.049699783	-2.653059864
4154	topico83	337.8232	pleasure	462.0994	3.742000103	-4.952600002	-1.47475996
8653	topico83	188.49791	heterosexuality	247	3.785000086	-5.536099911	-1.807659912
20835	topico83	47.437836	transsexuality	54.775425	3.911499977	-6.915699959	-2.584819984
4513	topico83	692.27094	sexual	1190.1553	3.513400078	-4.235199928	-1.135759926
17968	topico83	61.770885	sexual_practice	74.89973	3.862600088	-6.65170002	-2.445979977
4499	topico83	42.13874	gay_right	48.4093	3.916599989	-7.034200191	-2.653880119
6753	topico83	72.22137	personhood	90.64638	3.828099966	-6.495399952	-2.365999985
1865	topico83	673.4416	desire	1557.4348	3.21690011	-4.262800217	-1.270920086
29356	topico83	45.95051	virgin	55.06737	3.874300003	-6.947599888	-2.618839931
6552	topico83	123.46936	gay_male	194.69907	3.59980011	-5.959199905	-2.135599899
3669	topico83	847.3389	sex	2476.9424	2.982599974	-4.033100128	-1.226820087
3374	topico83	191.29193	scene	352.37836	3.444400072	-5.521399975	-1.935079956
5553	topico83	136.7511	ambivalence	246.68242	3.465399981	-5.856999874	-2.128039932
6553	topico83	159.76729	gender_sexuality	335.51868	3.313299894	-5.701399803	-2.095519924
804	topico83	203.5903	heterosexual	659.8787	2.879400015	-5.459000111	-2.12364006
8202	topico83	78.36451	bar	138.5998	3.485100031	-6.413799763	-2.454239845
2171	topico83	303.79297	text	1717.8633	2.322799921	-5.05880022	-2.106160164
289	topico83	109.77398	letter	271.59903	3.149399996	-6.076700211	-2.386260128
42	topico83	199.96266	public	1174.6333	2.284699917	-5.477000237	-2.372320175
2509	topico83	212.60574	story	1414.8915	2.15989995	-5.415699959	-2.385459995
2491	topico83	274.0695	body	2719.0679	1.760599971	-5.161799908	-2.392839956
3956	topico83	109.59276	intimate	377.36807	2.818900108	-6.078400135	-2.519480038
1640	topico83	146.87721	meaning	948.4713	2.190099955	-5.785600185	-2.595320129
216	topico83	219.57109	way	3941.265	1.167700052	-5.383500099	-2.763020039
1636	topico83	206.60992	discourse	3224.5964	1.307600021	-5.444300175	-2.743540096
597	topico83	160.93369	come	1456.9246	1.852200031	-5.694200039	-2.675640011
66	topico83	203.92165	consider	4068.1084	1.062100053	-5.457399845	-2.849599886
763	topico83	177.2512	describe	2375.4634	1.459900022	-5.597599983	-2.774599981
320	topico83	168.84409	relationship	4488.32	0.774999976	-5.64620018	-3.077720118
810	topico83	146.27042	queer	1263.7731	1.898900032	-5.789700031	-2.714260006
172	topico83	144.267	argue	2578.3555	1.172099948	-5.803500175	-3.013260126
1413	topico83	143.67947	identity	3473.1765	0.870100021	-5.807600021	-3.136520004
16607	topico84	67.309265	laughter	68.1551	5.057700157	-5.551000118	-1.307520008
23878	topico84	54.519398	school_counselor	55.210846	5.057600021	-5.761700153	-1.433980083
30969	topico84	22.975157	counselor_educator	23.57415	5.044499874	-6.625800133	-1.95768013
34711	topico84	20.65094	womena_social	21.205772	5.043700218	-6.732500076	-2.022019958
33892	topico84	15.936897	aca	16.515068	5.034599781	-6.991600037	-2.18112011
29411	topico84	12.809753	candidates_woman	13.365519	5.027699947	-7.210100174	-2.314980125
24561	topico84	12.523914	positive_identity	13.112887	5.024199963	-7.232600212	-2.329880142
11122	topico84	13.338994	de_vida	14.021569	5.020299911	-7.16960001	-2.293640041
19014	topico84	74.83956	roma	80.3015	4.999800205	-5.444900036	-1.267019939
32480	topico84	9.3403845	authors_introduce	10.109059	4.991099834	-7.525899887	-2.519099998
15079	topico84	10.674471	cleaning	11.556901	4.990799904	-7.392399788	-2.439119911
30827	topico84	208.85233	parentsa	226.14946	4.990600109	-4.418600082	-0.654920006
27955	topico84	14.61789	queer_identifi	15.868154	4.988100052	-7.078000069	-2.25156002
24101	topico84	15.096076	obscenity	16.406193	4.986999989	-7.045800209	-2.23268013
22321	topico84	17.413269	cole	18.94583	4.985899925	-6.902999878	-2.147439957
30663	topico84	15.771069	leather	17.180832	4.984600067	-7.002099991	-2.207419968
23797	topico84	14.0848465	colonial_power	15.344596	4.984499931	-7.115200043	-2.275320053
30641	topico84	10.590187	refigur	11.550303	4.983399868	-7.400300026	-2.446820068
28227	topico84	19.29089	prior_sexual	21.092596	4.980899811	-6.800600052	-2.088000107
30103	topico84	20.308298	survivors_sexual	22.415257	4.97149992	-6.749199867	-2.060919952
30145	topico84	16.438087	counselor_education	18.217487	4.967400074	-6.960700035	-2.189459991
33469	topico84	12.921877	adult_entertainment	14.324971	4.967100143	-7.201300144	-2.333940029
19537	topico84	46.700493	lesbian_parent	51.982136	4.963099957	-5.916500092	-1.564660072
32025	topico84	29.26671	older_womena	32.680264	4.959899902	-6.38380003	-1.846320057
34495	topico84	23.606977	mena_region	26.540998	4.953100204	-6.598700047	-1.977979946
33479	topico84	11.188546	lgbt_movement	12.596708	4.951700211	-7.345399857	-2.42655983
14009	topico84	189.02109	counselor	212.96829	4.950900078	-4.518400192	-0.730680084
27009	topico84	11.468474	behaviors_young	12.9612465	4.947800159	-7.320700169	-2.413300037
31843	topico84	21.119263	agro	23.96981	4.943600178	-6.710100174	-2.048620033
34073	topico84	13.146351	voice_woman	15.089572	4.932300091	-7.184100151	-2.337540054
3954	topico84	127.23399	heritage	146.14539	4.931600094	-4.914199829	-0.97587986
3584	topico84	296.1169	competency	351.5285	4.898700237	-4.069499969	-0.482219887
9096	topico84	36.317978	womena_lif	42.69688	4.908400059	-6.167900085	-1.737380028
12561	topico84	54.257706	cycling	65.279655	4.885300159	-5.766499996	-1.505779934
4123	topico84	161.64859	ally	224.54158	4.741600037	-4.674799919	-0.908239937
3772	topico84	47.9735	political_knowledge	60.18883	4.843400002	-5.8895998	-1.596399879
6470	topico84	39.93716	nice	51.631184	4.813399792	-6.072999954	-1.718440056
1200	topico84	39.06458	candidate_gender	50.52417	4.813000202	-6.09499979	-1.731799793
14554	topico84	44.378887	coming_out	63.996708	4.704100132	-5.96750021	-1.698860073
15830	topico84	28.914469	electricity	39.556976	4.756800175	-6.395899773	-1.934819794
27581	topico84	18.229374	parents_young	21.659864	4.897799969	-6.857200146	-2.1552001
3060	topico84	78.53547	island	174.73778	4.270500183	-5.396699905	-1.52981987
9923	topico84	27.497406	ship	41.2054	4.665699959	-6.446199894	-2.001439953
8623	topico84	26.434715	place_woman	39.429493	4.670400143	-6.485599995	-2.02319994
12069	topico84	24.180637	beverage	34.889957	4.70359993	-6.574699879	-2.063379955
31231	topico84	21.90879	childhood_adversity	30.033636	4.754799843	-6.673399925	-2.102120018
27926	topico84	29.471607	pill	55.457523	4.438000202	-6.37680006	-2.050879955
7537	topico84	23.165476	electric	34.41431	4.674399853	-6.617599964	-2.100800037
17	topico84	168.15936	culture	2454.1409	2.389600039	-4.635300159	-1.82534008
11947	topico84	59.748295	cycle	267.97522	3.569400072	-5.670100212	-1.974300098
10408	topico84	52.36459	lesbian_gay	209.90298	3.681799889	-5.802000046	-2.008480072
10608	topico84	40.57045	los	123.46587	3.957299948	-6.057199955	-2.051399994
13667	topico84	31.31258	spillover	66.3933	4.318600178	-6.31619978	-2.062279797
597	topico84	98.17061	come	1456.9246	2.372800112	-5.173600197	-2.155040073
7882	topico84	30.538208	primacy	67.75162	4.273300171	-6.341300011	-2.095459938
6162	topico84	47.632263	gay_lesbian	288.76147	3.268100023	-5.896800041	-2.230840015
5025	topico84	43.854145	intimate_relationship	223.99142	3.439500093	-5.979400158	-2.211840057
5271	topico84	60.273907	date	798.8976	2.485899925	-5.661399841	-2.402479935
1509	topico84	82.2346	family	3219.755	1.402699947	-5.350699902	-2.649339962
8787	topico84	48.451984	label	525.2711	2.6868999	-5.879700184	-2.45306015
1493	topico84	51.562386	encounter	912.03485	2.197299957	-5.817500114	-2.611580086
1913	topico84	52.320465	cultural	1355.8442	1.815400004	-5.802899837	-2.755579901
1495	topico84	45.0733	international	992.6596	1.978099942	-5.952000141	-2.779960108
3814	topico84	42.90909	diverse	838.63416	2.097500086	-6.001200199	-2.761720085
525	topico84	49.593487	examine	4630.6094	0.533599973	-5.856400013	-3.300400019
851	topico84	44.199886	reveal	3277.5315	0.764100015	-5.97149992	-3.277259946
560	topico84	43.998444	explore	3391.8054	0.725199997	-5.976099968	-3.295579982
64	topico84	42.788643	concern	2438.5085	1.0273	-6.004000187	-3.191480112
5278	topico85	55.907284	pay_equity	56.626053	4.826000214	-5.967999935	-1.650399876
11382	topico85	69.176	iat	70.17244	4.824399948	-5.755099773	-1.523299885
29588	topico85	33.050396	ceo_gender	33.624176	4.821499825	-6.493700027	-1.967620087
33609	topico85	27.561789	mfis	28.13504	4.818200111	-6.675300121	-2.077900028
34186	topico85	25.907494	authors_draw	26.461153	4.817599773	-6.737199783	-2.115279961
28868	topico85	24.504036	mena_perception	25.057695	4.816400051	-6.792900085	-2.149180031
22666	topico85	24.886988	arranged_marriage	25.450706	4.816299915	-6.777400017	-2.139920044
10553	topico85	103.59707	drag	106.91425	4.807199955	-5.351200104	-1.28784008
34237	topico85	15.303259	reduced_woman	15.874634	4.802100182	-7.263700008	-2.437379932
11384	topico85	17.143938	implicit_association_test_iat	17.7951	4.801499844	-7.150100231	-2.369460201
27653	topico85	18.986517	quota_women	19.717367	4.801000118	-7.047999859	-2.308399868
32887	topico85	11.599094	decisions_concern	12.179944	4.789899826	-7.540800095	-2.608520126
34423	topico85	19.354279	del_trabajo	20.646667	4.774099827	-7.028800011	-2.307640076
31593	topico85	17.102701	female_judge	18.344933	4.768599987	-7.152500153	-2.384060097
25221	topico85	127.98651	firm_performance	137.76044	4.765200138	-5.139800072	-1.177799988
15463	topico85	15.280298	negative_significant	16.535793	4.759799957	-7.265200138	-2.4552001
15203	topico85	16.475473	microfinance_institution	17.842012	4.75909996	-7.189799786	-2.410239887
