id	A�o	Revista	Titulo	Resumen	Tipo	Pais
2-s2.0-72749105612	2009	Hawwa	Semiotics ideology and femininity in popular Pakistani women's magazines	Drawing on theoretical perspectives from Western feminist research on the genre of women's magazines, I adapt Lazar's model of feminist critical discourse analysis (2005; henceforth referred to as FCDA) to write a critique on the genre of popular Pakistani women's magazines as linguistic and semiotic constructs, which articulate a certain ideology regarding the construction of Pakistani womens' identity. Through semiotic analysis of certain sections of the magazines, I point out the underlying normative and ideological assumptions in order to show how these magazine representations position women; and how semiotics wield power in marginalizing the role of women in society. The restrictive nature of discourses on femininities is highlighted through an analysis of discursive linguistic and semiotic techniques and devices. I argue that the role of semiotics is central in shaping and reinforcing such asymmetrical, gendered and sexist social patterns and practices and that these images (can) have repercussions with regard to women's sexuality(ies) and their social roles and identities. © 2009 Koninklijke Brill NV, Leiden.	Article	 S.
2-s2.0-85047794576	2018	Sexuality and Culture	Re-Interpreting Gender and Sexuality: Parents of Gender-Nonconforming Children	Given decades-old statistics that link childhood gender nonconformity with adult homosexuality—not to mention wider historical and cultural associations between gender and sexuality—parents’ distinctions between “gay” and “trans” are at the crux of contemporary trans-affirming parenting practices. Drawing on constructionist perspectives of gender and sexuality, as well as qualitative data from interviews with parents of transgender and gender-nonconforming children, this article examines parents’ contrasts between “just gay” and “truly trans” assessments of childhood gender nonconformity. Through these distinctions, parents reiterate that gender and sexuality are separate spheres of identity and experience, echoing mainstream LGBT rights discourses. However, throughout their narratives, “gay” kinds of gender nonconformity were occasionally re-considered as “trans” kinds of gender nonconformity after all, such that these otherwise distinct realms of experience intermittently overlapped and switched along an imagined “spectrum” of LGBTQ possibilities. In the absence of any firm “biological” markers or predictors for such distinctions, I argue that parents’ intellectual, conceptual, and discursive labor in these ways proves a key social process through which (trans)gendered self-conceptions are given increasing intelligibility, and opportunity, in the 21st century, for their children and for others. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.	Article	 United States
2-s2.0-85021097224	2017	Mental Lexicon	The influence of grammatical gender and suffix transparency in processing Italian written nouns	In some languages the grammatical gender of nouns can be probabilistically detected using formal cues; for instance, in Italian, the majority of feminine nouns end in '-a'(e.g., casa, 'home') and the majority of masculine nouns end in '-o' (e.g., albero, 'tree'). It has been hypothesized that the match/mismatch between the formal information of the suffix and the abstract grammatical information on gender affects lexical processing of nouns. An alternative account is that a default option available for gender poses constraints to mechanisms of lexical access for words exhibiting gender markers in the surface form. In the present study, nouns with highly predictive gender suffix (regular), nouns whose gender cannot be recovered from surface form (opaque) and nouns with misleading gender suffix (irregular) were compared in two reading aloud and two lexical decision experiments. Results confirmed that regular nouns are processed better than irregular nouns. No difference was detected between masculine and feminine opaque nouns. The results allow the conclusion that a formal gender feature (the gender orthographic regularity) is more likely to affect lexical processing of bare nouns than the activation of a gender default option.	Article	 Italy
2-s2.0-84994154383	2017	International Feminist Journal of Politics	Ignoring rights is wrong: re-politicizing gender equality and development with the rights-based approach	Corporate sponsors and humanitarian organizations have joined popular authors and international institutions in bringing attention to gender inequality though “smart economics” and “investing in women.” These social marketing messages and donor strategies mimic arguments for gender equality from the 1970s and 1980s. Rather than building on the rights-based development and best practices of the 1990s, they ignore the critical roles of political capacity and participation that the past forty years and feminist analysis of development achievements and failures have taught us are essential to taking on gender and economic inequality. Certain trends in foreign aid accountability share this silence on the importance of political capacity. In contrast, the rights-based approach to gender equality and development (RBA) is a political approach to development. We reconcile the need for aid accountability with the need for a focus on politics by outlining key political processes of the rights-based approach. The RBA is a way of doing development that is attentive to process and power. We can use the RBA not just as a guide for how to do development, but also as a way to think about processes as outcome measures. The processes that the RBA requires are processes that build capacity for marginalized women and people. © 2016 Informa UK Limited, trading as Taylor & Francis Group.	Article	 United States
2-s2.0-78651372020	2011	Journal of Addictive Diseases	Gender differences in psychosocial stress and in its relationship to gambling urges in individuals with pathological gambling	Gender differences in the impact of psychosocial stress and in negative affective states were assessed in a group of pathological gamblers matched by demographic characteristics and by severity of gambling. Women displayed higher impact scores on the Daily Stress Inventory. Other stress measures, obtained with the Profile of Mood States (POMS), were also significantly elevated in the women group. Furthermore, women's gambling urges correlated with both stress and the POMS measure, whereas men's gambling urges correlated with the stress ratings only. These data suggest distinctive determinants of gambling urges in women with pathological gambling vis-a-vis those of men. Copyright © Taylor & Francis Group, LLC.	Article	 United States
2-s2.0-84898749529	2014	Journal of LGBT Youth	The Success of Gay-Straight Alliances in Waterloo Region, Ontario: A Confluence of Political and Social Factors	This article outlines how gay-straight alliances (GSAs) work to connect youth with community resources, and outlines the political and social context of GSAs in Waterloo Region, Ontario, Canada. Fifteen individuals (youth, teachers, and a lesbian, gay, bisexual, transgender, and queer [LGBTQ] youth service provider) participated in interviews about the role of GSAs in creating supportive school environments for LGBTQ youth and their allies. Analyses of the interview data found that, apart from providing direct support to LGBTQ students, GSAs in Waterloo Region decrease isolation by connecting youth with other LGBTQ community members, events, and resources. This article discusses how the confluence of government and school board policy and community agency support facilitates the implementation, maintenance, and success of GSAs. © 2014 Taylor & Francis Group, LLC.	Article	 Canada
2-s2.0-17444375866	2005	Leisure Studies	Digital gaming, sport and gender	This paper has developed out of ongoing research into the associated patterns of sport and digital gaming interests and participation. Specifically, this paper presents the major findings of a questionnaire based survey distributed to undergraduate students at Sheffield's two universities, and a number of follow up interviews. Contrary to popular perceptions, this research finds no evidence to suggest that participating in digital gaming can have a negative effect on levels of sports participation. Moreover, the paper argues that, for some, digital gaming may increase their interest and knowledge of sport, and can prove for many a popular source of conversation that can cross-cut and inform conversations on sport. However, contrary to many previous studies, this research indicates that there continues to be distinct gender differences in gaming patterns. © 2005 Taylor & Francis Group Ltd.	Article	 United Kingdom
2-s2.0-84983684794	2016	Social Politics	"The ""consent"" issue in sex trafficking and evidence from Turkey"	"In the light of feminist critiques, this paper examines how the United Nation's antitrafficking protocol is materialized in Turkey with a focus on the issue of ""consent"" in determining victims of sex trafficking. Contrary to the Protocol, non-payment and forcible transportation become important criteria and create barriers in identifying a ""victim"" of sex trafficking. It is argued that Turkey's interpretation of the UN Protocol is rather narrow and this is mostly a result of Turkey's existing migration and prostitution regimes. Based on qualitative fieldwork, this paper intends to advance the knowledge in the field of sex trafficking using Turkey as a case study. © The Author 2015. Published by Oxford University Press."	Article	 Turkey
2-s2.0-78049499713	2010	Citizenship Studies	Gender, family law and citizenship in Syria	This paper explores the impact of family law on the structuring of gendered citizenship in Syria where the state's family law accords male and female citizens different legal status, thus ordering the distribution of basic rights and duties along gendered lines. Partial centralization and fragmented secularization of judicial authority relates to the accommodation of religious groups, a policy which was continued after the establishment of territorial states in the 1920s. Family law maintained its religious tenets and was included as part of the state's jurisdiction. The impact of family law on citizenship is exacerbated in that membership in religious groups is mandated and monitored by the state. Citizenship is thus mediated through a citizen's membership in a religious group where the religiously based family law applies as state law. Seen in theoretical terms, family law plays a crucial role in structuring gendered citizenship in ways that limit the legal authority of female citizens as full members of the polity. Two questions are addressed: First, how and why does family law premise gendered citizenship in Syria? Second, what characterizes the debates regarding changes within family law that surfaced after 2003 following the political regime's liberalization efforts? © 2010 Taylor & Francis.	Article	 Norway
2-s2.0-84889878849	2013	Women and Performance	Calling local/talking global: The cosmo-politics of the call-center industry	This article considers dramatic performances of cosmopolitan encounters within the transnational framework of the call-center industry in India. Have the virtual intimacies generated by new media and market technologies ushered in a cosmopolitan connectivity? What utopic gestures do we glimpse from portrayals of cross-cultural contact in the age of the copy? By considering the intersection of consumer fantasy, global capital, and the neoliberal state, this article tracks the affinities between economic globalization and cultural cosmopolitanism. © 2013 © 2013 Women & Performance Project Inc.	Article	 United States
2-s2.0-84865126985	2012	British Journal of Industrial Relations	The Gender Pay Gap for Private-Sector Employees in Canada and Britain	The gender earnings differentials for private-sector employees in Britain and Canada are similar, substantial and significant. Using linked employer-employee data, we show that women are more likely to be employed in low-wage workplaces than men in both counties. After accounting for the workplace, women continue to earn less than comparable men. Although men and women face a more equal pay structure within their workplace than they do across workplaces, a substantial portion of the gender pay gap in both countries remains unexplained by the individual characteristics or workplace effects considered in this study. © Blackwell Publishing Ltd/London School of Economics 2011.	Article	 Canada
2-s2.0-85065319756	2018	Gender, Place and Culture	Majesty in the city: experiences of an Aboriginal transgender sex worker in Sydney, Australia	This paper explores the lived experiences of Majesty. She is transgender, a former sex worker, and identifies as an Aboriginal Australian. Her status as a sex worker is embodied in both her previously held male identity and her transgender identity, however it is her transgender identity which challenges Majesty’s own notions and ideas about sex and sex work. The lines between intimacy, sex, and sex work are connected to Majesty’s identities in ways that are both fluid and complex. Drawing on Indigenous Standpoint Theory and trans geographies, this paper explores the tensions and possibilities of including Indigenous trans voices to unsettle the white and heteronormative thinking of sexually based services. In doing so, it complicates concepts of race, gender and sexuality, contributing a narrative from Indigenous Standpoints that enrich the trans geography literature. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.	Article	 Australia
2-s2.0-3843070791	2004	Sex Roles	Adolescent bullying, relationships, psychological well-being, and gender-atypical behavior: A gender diagnosticity approach	"In this study we used a gender diagnostic (GD) approach to examine the associations between gender-atypical behavior and gender role (masculinity-M and femininity-F), bullying, peer relationships, and psychological well-being in a large community sample of 15-year-olds. GD showed little relationship with gender role. Irrespective of sex, M was positively, and F negatively associated with being a bully. ""Gender atypical"" boys reported more victimization, more loneliness, fewer male friends, and greater distress than their ""gender typical"" peers. After accounting for M and F, ""femaleness"" (""gender atypical"" boys and ""extremely gender-typed"" girls) was associated with psychological distress. GD is an effective and unobtrusive method to identify a group whose vulnerability should be recognized by psychology, health, and education professionals."	Article	 United Kingdom
2-s2.0-85047916818	2018	Sexuality and Culture	The Mediating Role of Contingent Self-Esteem in the Association Between Self-Objectification and Self-Esteem	Objectification theory provides an explanatory conceptual framework for describing women’s lived experiences. By using a social psychological approach, the present study focuses on the mediating role of contingent self-esteem within the objectification framework. Participants were 178 female college-students who took part in a paper-and-pencil survey. We explored the possibility that contingent self-esteem can mediate the relationship between body surveillance and body shame with self-sexualizing behavior and self-esteem. Based on the results, we suggest that self-objectification brings about contingent self-esteem. This mental state can explain changes in self-esteem in turn. We propose that contingent self-esteem can play an essential role in the context of objectification theory. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.	Article	 Iran
2-s2.0-84981489554	2017	Feminist Media Studies	Cyborg witches: class composition and social reproduction in the GynePunk collective	This paper takes Haraway’s techno-scientific concept of the cyborg as the basis for understanding a feminist theory of class that is rooted in socially reproductive labour. Arguing that the Operaismo notion of class composition ignored reproductive labour as either a technical or political component of proletarian composition, this article claims that social reproduction in fact provides the foundation for both. Through the notion of the cyborg, this article situates class as a human and machinic con, which is at once conquered by capital’s technological methods of accumulation but also finds its modes of resistance within these same convergences. Using the GynePunk collective’s DIY reproductive health technologies as an example of class composition through cyborgic social reproduction, this article aims to develop a techno-feminist concept of class suitable to the prevailing technological conditions of our time. © 2016 Informa UK Limited, trading as Taylor & Francis Group.	Article	 Canada
2-s2.0-84970021092	2017	Clinical Psychology and Psychotherapy	The Role of Gender as a Moderator of the Alliance-Outcome Link in Acute Inpatient Treatment of Severely Disturbed Youth	Research is needed to further examine the role of treatment alliance or engagement among child and adolescent patients in inpatient psychiatric settings. In this study, 72 newly admitted patients on an inpatient adolescent psychiatric unit completed measures of symptom severity and treatment alliance. Female patients showed greater symptom severity at both admission and discharge. Residualized gain score analysis showed that male gender predicted greater symptom reduction. Treatment alliance also predicted greater symptom reduction, but only among women. These results suggest that alliance or engagement with acute inpatient psychiatric services may play a more important role among women than men in predicting symptomatic change in severely disturbed adolescents. Copyright © 2016 John Wiley & Sons, Ltd. Copyright © 2016 John Wiley & Sons, Ltd.	Article	 United States
2-s2.0-84942986880	2015	Gender and Education	‘Good girls’: emphasised femininity as cloning culture in academia	Gender inequality in academia might be understood as an effect of the belief of a contradiction between woman and science, which make it difficult for women to appropriate the right to author and authorise acts of knowing and thinking in science. In relation to this concern, the aim of this article is to explore how a group of successful women researchers do science and uphold their position as researchers. It is based on evidence from participant observation and qualitative interviews. Theoretical understandings of femininity and cloning culture are used to analyse how the women united as a group that displays a subordinate, heterosexual femininity. Their strategies might be understood as a form of cultural cloning. By expressing a collective emphasised femininity grounded in white, heterosexual, middle-class norms, the women experienced a sameness that rendered them strong as a group and well adapted in academia. © 2015 Taylor & Francis.	Article	 Sweden
2-s2.0-84856460900	2011	International Journal of Consumer Studies	Materialism, fashion consumers and gender: A cross-cultural study	The purpose of this study was to examine the relationships among materialism, gender and fashion consumer groups from two countries - one representative of an individualistic culture (US) and one representative of a collectivistic culture (Korea). Participants were 397 students from a university in Korea (n=221) and a university in the US (n=176) who completed the questionnaire. The materialism construct showed adequate reliability for participants in both cultures. Fashion change agents scored higher on materialism (centrality and success) than fashion followers. Females scored higher on materialism than males which seemed to be based on higher scores on the centrality subscale. Participants from the US and Korea differed on all three subscales of materialism with US participants scoring higher on centrality but lower on success and happiness than Korean participants. The findings of this study provide valuable implications for fashion marketers and retailers in Korea and US. The findings are limited to Korean and US consumers and cannot be generalized to other cultures. This paper fills a gap in the literature by comparing materialistic values between genders and fashion consumer groups in an individualistic culture (US) and a collectivistic culture (Korea). © 2010 Blackwell Publishing Ltd.	Article	 South Korea
2-s2.0-33947182860	2007	Criminology	The context of marriage and crime: Gender, the propensity to marry, and offending in early adulthood	Marriage is central to theoretical debates over stability and change in criminal offending over the life course. Yet, unlike other social ties such as employment, marriage is distinct in that it cannot be randomly assigned in survey research to more definitively assess causal effects of marriage on offending. As a result, key questions remain as to whether different individual propensities toward marriage shape its salience as a deterrent institution. Building on these issues, the current research has three objectives. First, we use a propensity score matching approach to estimate causal effects of marriage on crime in early adulthood. Second, we assess sex differences in the effects of marriage on offending. Although both marriage and offending are highly gendered phenomena, prior work typically focuses on males. Third, we examine whether one's propensity to marry conditions the deterrent capacity of marriage. Results show that marriage suppresses offending for males, even when accounting for their likelihood to marry. Furthermore, males who are least likely to marry seem to benefit most from this institution. The influence of marriage on crime is less robust for females, where marriage reduces crime only for those with moderate propensities to marry. We discuss these findings in the context of recent debates concerning gender, criminal offending, and the life course. © 2007 by the American Society of Criminology.	Article	 United States
2-s2.0-33750469709	2006	Violence Against Women	Systemic obstacles to battered women's participation in the judicial system: When will the status quo change?	The Canadian government has introduced numerous policies, guidelines, and mandates at the federal and provincial levels that recognize woman abuse as a serious social problem and violation of the law. Nonetheless, recent feminist research continues to expose laws and practices that fail woman abuse victims. The present study examined the experiences of women victims in domestic violence cases and the barriers they faced in dealing with the police, the courts, and social service agencies. Despite government initiatives, the study results corroborate previous findings indicating that many battered women feel further traumatized by ambivalent or discriminatory attitudes and practices prevalent within the system. © 2006 Sage Publications.	Article	 Canada
2-s2.0-33847284929	2007	Violence Against Women	The reciprocal relationship between sexual victimization and sexual assertiveness	Low sexual assertiveness has been proposed as a possible mechanism through which sexual revictimization occurs, yet evidence for this has been mixed. In this study, prospective path analysis was used to examine the relationship between sexual refusal assertiveness and sexual victimization over time among a community sample of women. Results provide support for a reciprocal relationship, with historical victimization predicting low sexual assertiveness and low sexual assertiveness predicting subsequent victimization. The effect of recent sexual victimization on subsequent sexual assertiveness also was replicated prospectively. These findings suggest that strengthening sexual assertiveness may help reduce vulnerability to future victimization. © 2007 Sage Publications.	Article	 United States
2-s2.0-85047491507	2018	Journal of International Women's Studies	Ideological inequalities: Khmer culture and widows' perception of remarriage	To explain the enduring persistence of gender inequality, structural explanations alone are not sufficient. One must look at the realm of cultural ideas to understand the entrenched nature of female subordination. Ideological inequalities embedded in cultural beliefs and practices sustain and perpetuate structural inequalities. This article explores ideological inequalities in Cambodian culture as an explanation for the reluctance of rural widows to remarry, despite the economic benefits that a new husband would likely bring. Using concepts from the theory of the social construction of reality, two cultural sources for widows' reluctance are considered, the beliefs and practices of Khmer Buddhism and the chbab srey, an influential moral code for women. The article theorizes that widows shy away from remarriage because Khmer religious and social customs place women into an ideologically subordinate position in the household. Widows fear that in a new marriage, they would lose control over their household and their children's lives. By remaining widows, they have cultural space to reject female subordination, maintain control of their household, and focus on their role as mothers to earn religious merit for their next life. Instead of ideological inequalities that subordinate women, modified cultural arrangements can create ideological equalities that nurture both men and women. © 2018 Bridgewater State College.	Article	 United States
2-s2.0-85046701691	2019	Feminist Criminology	Maternal Identities and Narratives of Motherhood: A Qualitative Exploration of Women’s Pathways Into and Out of Offending	Existing research in criminology often focuses on changes in offending behaviors over time. Yet, less is known about the role of gender in women’s offending and little consideration is directed toward the integration of gender and parenthood in understanding offending trajectories. This article examines how and when offending and desisting pathways are shaped by motherhood. Interviews were conducted with 37 mothers in New York City with histories of offending behaviors. The data demonstrate how motherhood and maternal identities held more significance in some social circumstances, contributing to offending pathways and presenting a variety of challenges in some women’s desistance pathways. © The Author(s) 2018.	Article	 United States
2-s2.0-84982273033	2017	Sex Roles	The Effect of Occupational Gender Stereotypes on Men’s Interest in Female-Dominated Occupations	A great deal of research has sought to explain women’s lower interest in male-dominated occupations, but relatively little attention has been given to explaining men’s disinterest in female-dominated occupations. Examining factors that affect men’s interest in female-dominated occupations has both theoretical and practical implications. Two factors hypothesized to alter the gender-stereotype salience of an occupation were examined: occupation titles and gender-stereotyped occupation descriptions. We hypothesized that men who reported higher levels of stereotypical feminine attributes would be more interested in feminine-stereotyped occupations. College-aged participants (N = 1001, 791 male) enrolled in an engineering, computer science, or physics course recorded their interest in occupations with or without a feminine title and described with either feminine or masculine stereotyped skills and attributes. Participants also reported the degree to which they held stereotypical feminine attributes. Results indicated that men showed greater interest in no-title occupations, especially when masculine characteristics were used in the description. For men, self-reported levels of feminine attributes were associated with interest in occupations with feminine descriptions, primarily in the no-title condition. Women expressed more interested than did men in the occupations, but unlike men, women were equally interested in occupations with feminine and masculine descriptions. Findings are consistent with the theories of precluded interest (Cheryan 2010) and circumscription and compromise (Gottfredson 1981). It is concluded that a key for attracting men to female-dominated vocations may be to provide opportunities for men to consider an occupation in ways that prevent or disrupt comparison to traditional stereotypic archetypes. © 2016, Springer Science+Business Media New York.	Article	 United States
2-s2.0-84861416787	2012	Management Science	Beyond the glass ceiling: Does gender matter?	A large literature documents that women are different from men in their choices and preferences, but little is known about gender differences in the boardroom. If women must be like men to break the glass ceiling, we might expect gender differences to disappear among directors. Using a large survey of directors, we show that female and male directors differ systematically in their core values and risk attitudes, but in ways that differ from gender differences in the general population. These results are robust to controlling for differences in observable characteristics. Consistent with findings for the population, female directors are more benevolent and universally concerned but less power oriented than male directors. However, in contrast to findings for the population, they are less tradition and security oriented than their male counterparts. They are also more risk loving than male directors. Thus, having a woman on the board need not lead to more risk-averse decision making. © 2012 INFORMS.	Article	 Spain
2-s2.0-69149107666	2009	Personality and Social Psychology Bulletin	Gender, intimacy, and risky sex: A Terror management account	Three studies tested whether mortality salience would lead men to be more sexually risky than women. In Study 1, men reported greater intentions to engage in risky sexual behaviors than did women after a mortality prime, but not after a control prime. In Study 2, men desired more future sexual partners and had a lower need for intimacy than did women, but again, only when mortality was salient. Furthermore, need for romantic intimacy mediated the relationship between mortality salience, gender, and desired number of future partners. Using a behavioral rather than a self-reported dependent measure, Study 3 showed that men primed with mortality were less likely than women to select a package of condoms (versus a pen) as a free gift after the experiment. Implications for gender differences in responses to mortality salience, as well as for how to design effective safe-sex interventions, are discussed. © 2009 by the Society for Personality and Social Psychology, Inc.	Article	 Netherlands
2-s2.0-33644790108	2006	Violence and Victims	Influence of gender and experience on college students' stalking schemas	Although stalking has been increasingly recognized as a serious social problem, surprisingly few studies have investigated perceptions of the specific behaviors that comprise stalking. The focus of this article, therefore, was to further delineate college students' stalking schemas and to examine the influence of gender and personal knowledge of stalking on their schemas. Participants judged whether or not a variety of behaviors were examples of stalking. Behaviors were designed to range from mild, somewhat ambiguous, examples of stalking to more severe examples. Results revealed an interaction between gender and experience on ratings of mild stalking behaviors. Men who had personal knowledge of stalking (by having been stalked themselves or knowing someone who had been stalked) were significantly more likely to rate mild stalking behaviors as stalking than men who had no experience. In contrast, experience did not affect women's perceptions of mild stalking, as no differences were found between women as a function of experience. Results are discussed in terms of overall relationship schemas. © 2006 Springer Publishing Company.	Article	 United States
2-s2.0-85046715041	2018	European Journal of Women's Studies	Feminist birds of passage: Feminist and migrant becomings of Latin American women in Spain	This article focuses on the articulations of migration and gender, from the vantage point of women whose feminist experiences have been both enriched and challenged by migration and vice versa. It presents the results of a qualitative research study of five Latin American women who migrated to Barcelona and felt close to feminisms. The author draws on feminist and postcolonial approaches to migration studies that highlight the active role women play in migratory processes as well as how intersectional variables of ethnic origin, socioeconomic class, education and family contexts are articulated, configuring different power relations and resources in specific sociohistorical contexts. The results challenge widespread stereotypes about migrant women by revealing a rich diversity of profiles, motivations and migratory pathways, as well as how informants’ experiences of social activism across national borders have transformed their subject formation processes and re-positioned them as active subjects of political action. © 2017, © The Author(s) 2017.	Article	 Spain
2-s2.0-85020092629	2017	Avances en Psicologia Latinoamericana	Health care and gender relations: Field diary notes regarding living on the streets [Saúde e relações de gênero: Notas de um diário de campo sobre vivência de rua] [Salud y relaciones de género: Notas de un diario de campo sobre la vida en la calle]	This article presents empirical data from a qualitative research which approaches the health of women who live on the street and the transversalities in the healthcare. The data production was supported by participant observation within the streets, in a country town from Rio Grande do Sul, Brazil. The creation of cultural fields guided the analysis: the relation with the Other on the street; gender relations; and relation with the healthcare services. The data interpretation was based on a psychosocial perspective and on authors that study homeless population. The conclusion indicated that the observed women living on the street represent a very diverse population in its characteristics and complex in its needs, demanding care that takes into account a variety of transversalities, especially those which refer to interactions and relations established within its boundaries. © 2017, Fundacion para el Avance de la Psicologia. All rights reserved.	Article	 Brazil
2-s2.0-84928102722	2015	Affilia - Journal of Women and Social Work	Gender and Social Workers’ Political Activity	This research compared male and female elected social workers to discover whether they report the same gender differences as other elected officials. Few gender differences were found among respondents. Differing from elected officials as a whole, female and male social workers reported similar levels of recruitment, favorable views of power and the demands of office and family, and interest in and knowledge about a variety of issues, with the exception of the issue of abortion. The potential contribution of anticipatory socialization and implications for social work education, political recruitment, and reproductive rights work are discussed. © The Author(s) 2014.	Article	 United States
2-s2.0-70349332880	2009	Violence Against Women	Assessing acceptance of violence toward women: A factor analysis of Burt's acceptance of interpersonal violence scale	The Acceptance of Interpersonal Violence Scale (AIV) is a self-report inventory assessing beliefs about violence toward women. This study's purpose was to test the multidimensionality of the AIV. Exploratory factor analysis (EFA) was conducted on half a sample of 772 male participants and confirmatory factor analysis (CFA) on the other half. EFA indicated a two-factor solution. Factors were labeled Intimate Partner Violence and Sexual Violence. The CFA showed this model provided a good fit and was superior to the original one-factor model. Potential problems when using the single sum score and the applicability of the derived factor structure to violence research are discussed. © 2009 The Author(s).	Article	 United States
2-s2.0-85032366052	2018	Medical Teacher	Twelve tips to promote gender equity in international academic medicine	Gender inequity in academic medicine remains an important issue worldwide, with more female faculty entering academic medicine internationally. Some academic institutions have initiated programs and created policies to promote gender equity, but disparities remain in faculty numbers, promotions rates, research productivity and access to funding and resources. We offer 12 tips for best practices in the broad domains of faculty recruitment, retention and scholarship, promotion and leadership that institutions and individual faculty can adopt to promote gender equity. While the 12 tips form a comprehensive approach, each tip can be implemented individually depending on institutional needs and culture. Each tip includes practical advice for implementation supported by a successful example from the literature. © 2017, © 2017 Informa UK Limited, trading as Taylor & Francis Group.	Article	 United States
2-s2.0-85016496107	2017	Feminist Media Studies	At home with their queerness: same-sex relationality and the Indian family in advertising media	The legal battle around the reform of Section 377 of the Indian Penal Code brought the provisional decriminalization of homosexuality in 2009, which was overturned by the Supreme Court of India in 2013. Queer politics in India thus stands at a critical juncture regarding the goal to foster social acceptance of LGBT individuals. This paper offers an analysis of two recent media representations in India—a gay matrimonial ad and an online advertisement for an ethnic apparel brand featuring a lesbian couple—to demonstrate how the Indian family is emerging as an important arbiter of queer relationality. The negotiation of same-sex relations within the familial is premised on bourgeois notions of class, caste and gender, an ideological normativity that queer of color critique and queer theory have foundationally put up resistance to. This paper goes beyond the queer and feminist critiques of gender and class normativity to suggest that queer visibility in the Indian context is being negotiated not in opposition to, but through, the mandates of the familial. © 2017 Informa UK Limited, trading as Taylor & Francis Group.	Article	 Australia
2-s2.0-84922272011	2015	American Sociological Review	Can We Finish the Revolution? Gender, Work-Family Ideals, and Institutional Constraint	Why has progress toward gender equality in the workplace and at home stalled in recent decades? A growing body of scholarship suggests that persistently gendered workplace norms and policies limit men’s and women’s ability to create gender egalitarian relationships at home. In this article, we build on and extend prior research by examining the extent to which institutional constraints, including workplace policies, affect young, unmarried men’s and women’s preferences for their future work-family arrangements. We also examine how these effects vary across education levels. Drawing on original survey-experimental data, we ask respondents how they would like to structure their future relationships while experimentally manipulating the degree of institutional constraint under which they state their preferences. Two clear patterns emerge. First, as constraints are removed and men and women can opt for an egalitarian relationship, the majority choose this option, regardless of gender or education level. Second, women’s relationship structure preferences are more responsive than men’s to the removal of institutional constraints through supportive work-family policy interventions. These findings shed light on important questions about the role of institutions in shaping work-family preferences, underscoring the notion that seemingly gender-traditional work-family decisions are largely contingent on the constraints of current workplaces. © American Sociological Association 2015.	Article	 United States
2-s2.0-58149131827	2009	Sex Roles	Gender role self-concept, gender-role conflict, and well-being in male primary school teachers	In this field-study, we analysed the interrelations between gender role self-concept, gender-role conflict, and well-being in male primary school teachers. Our sample comprised N = 81 respondents from an urban area in Germany (average age: 42.9 years; average tenure: 11.4 years). In Germany, primary school teaching is a numerically female-dominated occupation. We found that masculinity, femininity, and androgyny positively influenced well-being, while gender-role conflict was negatively interrelated with well-being. We expected that gender-role conflict weakens the positive effects of masculinity and femininity. Unexpectedly, we even found a detrimental effect of femininity when gender-role conflict was high: For respondents reporting comparatively high gender-role conflict, femininity was associated with lower work satisfaction. © 2008 Springer Science+Business Media, LLC.	Article	 Germany
2-s2.0-84870908672	2012	Sexuality Research and Social Policy	Prostitution policy models and feminist knowledge politics in New Zealand and Sweden	This article analyses expert discourse on prostitution in New Zealand and Sweden using governmentality theory. The article shows that in both cases, experts adopted research methodologies based in criticism of past research as supporting heterosexual male hegemony. New Zealand experts emphasized giving voice to prostitutes as a marginalized, predominately female population and producing research that benefited them. Swedish experts argued that research should focus upon global sex markets and hegemonic masculinities, successfully advocating criminalizing clients and pimps, but not prostitutes. The article argues that both policies exemplify contrasting advanced liberal governmental techniques. In New Zealand, the critical methodology of attention to prostitute voices informed techniques of agency which sought to empower sex workers to manage their own health and human rights problems. In Sweden, the methodology of studying up informed advanced liberal authoritarian techniques which disciplined and punished sex buyers in the interests of their own freedom and in conformity with Swedish constructions of freedom. In each case, advanced liberal governmentality instrumentalized knowledge produced by critical feminist research methodologies to inform governmental techniques that produced localized gendered norms of personhood. © Springer Science+Business Media, LLC 2012.	Article	 New Zealand
2-s2.0-33847755950	2007	Sex Roles	Predictors of media effects on body dissatisfaction in European American women	This study involved a sample of 81 European American women viewing either appearance-related or non-appearance-related magazine advertisements. Participants completed measures of demographics and objectified body consciousness prior to viewing these images and a measure of body dissatisfaction prior to and after viewing the images. Body dissatisfaction scores worsened after viewing images of women who exemplified cultural standards of the thin beauty ideal. Neither objectified body consciousness nor body mass index predicted degree of change in body dissatisfaction after viewing the images. In other words, the impact of viewing the images was the same for all women, despite varying body mass index levels and varied degrees of objectified body consciousness. Implications are discussed. © 2007 Springer Science+Business Media, LLC.	Article	 United States
