Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Forth C.E.","Spartan mirages. Fat, masculinity, and ""softness"" [Espejismos espartanos. Gordura, masculinidad, y ""debilidad""]",2012,"Masculinities and Social Change","1","3",,"240","266",,1,10.4471/MCS.2012.15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957692059&doi=10.4471%2fMCS.2012.15&partnerID=40&md5=7d64377c0aae6c99178553ff446d4549","University of Kansas, United States","Forth, C.E., University of Kansas, United States","Building upon previous research on structural tensions between the male body and certain features of ‘modernity’ as well as more recent inquiries into fat and gender in the West, this cross-disciplinary ‘thought piece’ argues that fatness and certain ‘masculine’ ideals have existed in a state of tension since ancient times, and that recurring references to the therapeutic violence of ‘Spartan’ techniques reflect the extent to which such ideas continue to circulate in the present. The first section shows that this tension is most clearly illuminated when we consider how the qualities of fat – as well as the act of fattening – have related to classical ideals about masculinity. The second offers examples of how references to Spartan ‘hardness’ have been cited since the eighteenth century as methods of restoring otherwise ‘soft’ males to a more appropriately vigorous mental and bodily state. Without arguing for an unbroken or unproblematic continuity between ancient and modern culture, it suggests that classical references represent what Pierre Bourdieu sees as ‘the product of an incessant (and thus historical) work of reproduction’. © 2012, Hipatia Press. All rights reserved.","Body; Fat; Spartan",,"Forth, C.E.; University of Kansas, Bailey Hall, 1440 Jayhawk Blvd, United States; email: cforth@ku.edu",,"Hipatia Press",20143605,,,,"English","Masculinidades Cambio Soc.",Article,,Scopus,2-s2.0-84957692059
"Anderson E.","Shifting masculinities in Anglo-American Countries",2012,"Masculinities and Social Change","1","1",,"40","60",,15,10.4471/MCS.2012.03,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927134762&doi=10.4471%2fMCS.2012.03&partnerID=40&md5=8237cc3aec2bc61f73c94c3888a4c397","Department of Sport Sciences, University of Winchester, United Kingdom","Anderson, E., Department of Sport Sciences, University of Winchester, United Kingdom","This article provides an overview of the changing nature of masculinities in several English speaking cultures. The evidence and theory come from numerous investigations into masculinities among both gay and straight male youths in the United States, United Kingdom, Canada and Australia. Collectively, I show that cultural homophobia is rapidly decreasing among young men in these cultures, and that this is particularly true of teamsport athletes. I suggest that the dominant way of theorizing masculinities over the previous quarter century, hegemonic masculinity theory, is incapable of explaining these changes. Thus, I introduce a new theory, inclusive masculinity theory, and the new heuristic concept of homohysteria, to make sense of the changing nature of young men’s masculinities. © 2012, Hipatia Press. All rights reserved.","Homophobia; Inclusive masculinities; Masculinities",,"Anderson, E.; Department of Sport Sciences, University of Winchester, Sports Hall, United Kingdom; email: EricAndersonPhD@aol.com",,"Hipatia Press",20143605,,,,"English","Masculinidades Cambio Soc.",Article,,Scopus,2-s2.0-84927134762
"Gilmore D.D.","Bar wars: The changing geographies of gender in Spain",2012,"Masculinities and Social Change","1","2",,"87","113",,4,10.4471/MCS.2012.07,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904904449&doi=10.4471%2fMCS.2012.07&partnerID=40&md5=82c9f0f70c400b2c0afb009b344047b6","Department of Anthropology, Stony Brook University, United States","Gilmore, D.D., Department of Anthropology, Stony Brook University, United States","This paper looks at gender segregation in rural Spain from an historical viewpoint. The subject is gender apartheid: female seclusion and male dominance in public places and the vicissitudes therein. The paper shows how a venerable pattern of female seclusion has been challenged and describes what the social consequences cultural are of this cultural upheaval. Working from the premise of “public/private” as ethnographically valid, the author describes how women in Andalusia have created a new institution specifically designed to breech the barriers of masculine space and attain public access. © 2012, Hipatia Press. All rights reserved.","Drinking; Machismo; Modernization; Segregation; Spain",,"Gilmore, D.D.; Department of Anthropology, Stony Brook University, Circle Rd, SBS Building S501, United States; email: dgilmore@notes.cc.sunysb.edu",,"Hipatia Press",20143605,,,,"English","Masculinidades Cambio Soc.",Article,,Scopus,2-s2.0-84904904449
"Bosson J.K., Michniewicz K.S., Lenes J.G.","American men’s and women’s beliefs about gender discrimination: For men, it’s not quite a zero-sum game [Creencias de los hombres y mujeres americanos sobre la discriminación de género: Para los hombres, esto no es precisamente un juego de suma zero]",2012,"Masculinities and Social Change","1","3",,"210","239",,5,10.4471/MCS.2012.14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911443673&doi=10.4471%2fMCS.2012.14&partnerID=40&md5=32059b788af55d120caf8b034a4ea47d","Department of Psychology, University of South Florida, United States; University of South Florida, United States","Bosson, J.K., Department of Psychology, University of South Florida, United States, University of South Florida, United States; Michniewicz, K.S., University of South Florida, United States; Lenes, J.G., University of South Florida, United States","We surveyed Americans regarding their beliefs about gender discrimination over the past several decades. Men and women agreed that women faced much more discrimination than men in the past, and they agreed that the discrimination gap between men and women has narrowed in recent years. However, men perceived the gap as narrower than women did at all time periods, and reported that there is little difference today in the amount of gender discrimination women and men face. Political ideology moderated these beliefs such that conservative men were most likely to report that anti-Man bias now equals or exceeds anti-Woman bias. Similar to recent research on beliefs about racism, these findings suggest that groups which differ historically in status and power exhibit perceptual differences regarding the changing nature of discrimination. © 2012, Hipatia Press. All rights reserved.","Gender differences; Gender discrimination; Intergroup conflict; Political ideology; Sexism",,"Bosson, J.K.; Department of Psychology, PCD 411 8G, University of South Florida, 4202 E. Fowler Ave, United States; email: jbosson@usf.edu",,"Hipatia Press",20143605,,,,"English","Masculinidades Cambio Soc.",Article,,Scopus,2-s2.0-84911443673
"Stoudt B.G.","This is exactly what this study is all about and it is happening right in front ofme! using participatory action research to awaken a sense of injustice within a privileged institution",2012,"Masculinities and Social Change","1","2",,"134","164",,,10.4471/MCS.2012.09,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957656416&doi=10.4471%2fMCS.2012.09&partnerID=40&md5=dc1da1601745495a25f832abf53ec938","John Jay College of Criminal Justice, CUNY, United States","Stoudt, B.G., John Jay College of Criminal Justice, CUNY, United States","Rockport is an elite, all boys, day school in the northeast United States. It educates mostly white, wealthy, young men. Student researchers, faculty researchers and I collaborated to study bullying at Rockport using an approach to research known as participatory action research (PAR). In the process we also gained a better understanding of how privilege, especially gendered privilege, was socialized and (re)produced. The participatory research spaces that emerged in our project-grounded in the experiences of students, teachers, and administrators-facilitated critical awareness of self and context that Deutsch (2006) referred to as ""awaking the sense of injustice."" Over the course of a year, our research at Rockport collected data of local consequence and in doing so, built institutional momentum that has since become a school-wide and ongoing initiative to address bullying. As a result, this work was a form of counter-hegemonic action. © 2012, Hipatia Press. All rights reserved.","Counter-hegemonic action; Participatory action research; Private schools; Privilege",,"Stoudt, B.G.445 W. 59th St, United States; email: bstoudt@jjay.cuny.edu",,"Hipatia Press",20143605,,,,"English","Masculinidades Cambio Soc.",Article,,Scopus,2-s2.0-84957656416
"Padrós M.","Attractiveness male models in adolescence [Modelos de Atractivo Masculinos en la Adolescencia]",2012,"Masculinities and Social Change","1","2",,"165","183",,6,10.4471/MCS.2012.10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904887560&doi=10.4471%2fMCS.2012.10&partnerID=40&md5=2ae9db9388ee05575294ad6ba3ac7c89","Departamento de Didáctica y Organización Escolar, Universitat de Barcelona, Spain","Padrós, M., Departamento de Didáctica y Organización Escolar, Universitat de Barcelona, Spain","Hegemonic masculinity persists in our societies through different mechanisms. Gender violence is one such example and it is manifested in various areas of daily life. Several contributions to the study of masculinities and sexual relationships are deterministic and do not go depth into the social causes of this violence. In this article we will showevidences of how attractiveness male models have a social nature. In that sense, these socialization processes that link desire to aggressiveness and violence explain the persistence of this social problem. Co-educational approaches should take evidence from this research line into account in order to provide responses that overcome the negative effects of hegemonic masculinity. © 2012, Hipatia Press. All rights reserved.","Attraction models; New masculinities; Prevention; Socialization; Violence",,"Padrós, M.; Campus Mundet, Edifici Llevant, 2a planta. Passeig de la Vall d'Hebron, 171, Spain; email: mariapadros@ub.edu",,"Hipatia Press",20143605,,,,"Spanish","Masculinidades Cambio Soc.",Article,,Scopus,2-s2.0-84904887560
"Connell R.","Masculinity research and global change",2012,"Masculinities and Social Change","1","1",,"4","18",,27,10.4471/MCS.2012.01,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904259538&doi=10.4471%2fMCS.2012.01&partnerID=40&md5=06f4019896ec7ac47d9a3a0e34312e0a","University of Sidney, Australia","Connell, R., University of Sidney, Australia","The development of research on masculinity since the 1980s has produced rich evidence of the diversity of masculinities. This is now an established research field and has had many practical applications. It has not yet fully absorbed the wealth of ideas and debates about masculinities and social change that come from the colonized and postcolonial world. Power has always been an important issue in understanding masculinities, and we now need to think about power structures on a world scale. Research on neoliberal globalization, on HIV/AIDS, and on elite masculinities, are significant sites for this work. The concept of hegemonic masculinity is still useful, but it should not be equated with violence. We need to pay attention to incoherences in gender relations, and the politics of gendered institutions, in thinking about inequality and change. © 2012, Hipatia Press. All rights reserved.","Globalization; Hegemonic masculinity; Masculinity research",,"Connell, R.; University of SidneyAustralia",,"Hipatia Press",20143605,,,,"English","Masculinidades Cambio Soc.",Article,,Scopus,2-s2.0-84904259538
"Kamas L., Preston A.","Gender and Social Preferences in the US: An Experimental Study",2012,"Feminist Economics","18","1",,"135","160",,4,10.1080/13545701.2012.657662,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859776928&doi=10.1080%2f13545701.2012.657662&partnerID=40&md5=79900eef389d6289c943c764712f2e84","Department of Economics, Santa Clara University, Santa Clara, CA 95053, United States; Department of Economics, Haverford College, 370 Lancaster Ave, Haverford, PA, United States","Kamas, L., Department of Economics, Santa Clara University, Santa Clara, CA 95053, United States; Preston, A., Department of Economics, Haverford College, 370 Lancaster Ave, Haverford, PA, United States","This contribution provides evidence that social preferences differ by gender among United States college students. Tracking within-person choices over ten dictator exercises in which individuals choose one of three allocations of money between themselves and two other participants, this study precisely maps social preference types and identifies consistency of preferences within groups of roughly two-thirds of participants. Contrary to previous studies that identify a dominant social preference, this study' rigorous identification system reveals that other-regarding individuals are heterogeneous and almost evenly split between inequity aversion and social surplus maximization. But, even among individuals raised in a culture that stresses equal opportunity, there are gender differences. Women are substantially more likely than men to be inequity averters and less likely to be social surplus maximizers. However, a large majority of participants, both men and women, choose allocations consistent with compassion for the least well off. © 2012 Copyright Taylor and Francis Group, LLC.","equity; experiments; gender; Social preferences",,"Kamas, L.; Department of Economics, Santa Clara University, Santa Clara, CA, 95053, United States; email: lkamas@scu.edu",,,13545701,,,,"English","Fem. Econ.",Article,,Scopus,2-s2.0-84859776928
"Lopez M.J.","Skilled Immigrant Women in the US and the Double Earnings Penalty",2012,"Feminist Economics","18","1",,"99","134",,7,10.1080/13545701.2012.658429,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859769074&doi=10.1080%2f13545701.2012.658429&partnerID=40&md5=47703669d3319151220b8ff088124e42","Department of Economics, Occidental College, 1600 Campus Road, Los Angeles, CA 90041, United States","Lopez, M.J., Department of Economics, Occidental College, 1600 Campus Road, Los Angeles, CA 90041, United States","Although a large literature exists on the United States labor market experiences of low-skilled immigrant men, relatively few studies have examined the labor market position of highly skilled immigrant women. The current study explores the issue of labor market discrimination and examines the extent to which highly skilled immigrant women experience an earnings disadvantage as a result of both gender status and nativity status. Relying on data from the 2000 US Decennial Census 5-Percent Integrated Public Use Microdata Sample and using an augmented Oaxaca decomposition technique, this study finds that highly skilled immigrant women do experience a double earnings penalty. In addition, the results suggest that nativity status explains a larger portion of the double earnings penalty than gender status. These findings are important in light of the higher emigration rates for skilled women than for skilled men in regions such as Africa, Latin America, and Oceania. © 2012 Copyright Taylor and Francis Group, LLC.","discrimination; earnings; gender; High-skill; immigrants",,"Lopez, M. J.; Department of Economics, Occidental College, 1600 Campus Road, Los Angeles, CA 90041, United States; email: mlopez@oxy.edu",,,13545701,,,,"English","Fem. Econ.",Article,,Scopus,2-s2.0-84859769074
"Fessler P., Schneebaum A.","Gender and Educational Attainment Across Generations in Austria",2012,"Feminist Economics","18","1",,"161","188",,7,10.1080/13545701.2012.657661,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859754740&doi=10.1080%2f13545701.2012.657661&partnerID=40&md5=599936ea2c4a177b79c2b166c687934c","Oesterreichische Nationalbank, Economic Analysis Division, Otto-Wagner Platz 3, 1090 Vienna, Austria; Department of Economics, University of Massachusetts-Amherst, 200 Hicks Way, Thompson Hall, Amherst, MA 01003, United States","Fessler, P., Oesterreichische Nationalbank, Economic Analysis Division, Otto-Wagner Platz 3, 1090 Vienna, Austria; Schneebaum, A., Department of Economics, University of Massachusetts-Amherst, 200 Hicks Way, Thompson Hall, Amherst, MA 01003, United States","In many societies, children' educational attainment is heavily dependent on their parents' education; but that result can differ by the gender of both the parents and the child. Using a Markovian approach, along with uni- and multivariate econometric techniques, this study employs the Austrian Household Survey on Housing Wealth to show strong persistence in educational attainment that differs according to the gender of the parent and child. In Austria, the difference between women' and men' educational attainment has been shrinking over time while educational mobility for both genders has increased. This study finds that controlling for changes in the distribution of educational attainment over time, the relevance of a father' education is generally higher than that of a mother'. Further, Austrian mothers' and fathers' same-gender relationships to their children are stronger than cross-gender relationships of intergenerational educational transmission. These patterns clearly document the importance of gender for analyses of the intergenerational transmission of educational attainment. © 2012 Copyright Taylor and Francis Group, LLC.","Austria; educational attainment; educational transmission; Gender; intergenerational transfers",,"Fessler, P.; Oesterreichische Nationalbank, Economic Analysis Division, Otto-Wagner Platz 3, 1090 Vienna, Austria; email: pirmin.fessler@oenb.at",,,13545701,,,,"English","Fem. Econ.",Article,,Scopus,2-s2.0-84859754740
"Ilkkaracan I.","Why so Few Women in the Labor Market in Turkey?",2012,"Feminist Economics","18","1",,"1","37",,30,10.1080/13545701.2011.649358,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859741263&doi=10.1080%2f13545701.2011.649358&partnerID=40&md5=2f4842d691eebd00edf7cbfa8bbeda4e","Economics Division, Faculty of Management, Istanbul Technical University, Maçka, Istanbul 34367, Turkey","Ilkkaracan, I., Economics Division, Faculty of Management, Istanbul Technical University, Maçka, Istanbul 34367, Turkey","Turkey has one of the widest male-female employment gaps in the world. The post-1950 interplay between economic growth strategies and the male-breadwinner family led to distinct gendered labor market outcomes in the import-substitution versus the export-led growth periods. Examination of aggregate employment data in the 1955-2009 period, as well as regression analyses of household survey data for 1988, 2000, and 2008 and qualitative data from a 1997 field study, show that the lack of a demand-side challenge to the male-breadwinner family resulted in the institutionalization of the gendered labor division and roles as binding constraints on women' labor supply. The prevalence of informal sector employment and absence of paid work-family reconciliation measures magnify these supply-side constraints. Social conservatism is a more limited constraint, while men' unemployment emerges as a counteracting factor. Nevertheless, women' desire for increased autonomy emerges as the primary motivation for entering the labor market. © 2012 Copyright Taylor and Francis Group, LLC.","gender; Labor force participation; Middle East and North Africa (MENA); Turkey",,"Ilkkaracan, I.; Economics Division, Faculty of Management, Istanbul Technical University, Maçka, Istanbul 34367, Turkey; email: ilkkaracan@itu.edu.tr",,,13545701,,,,"English","Fem. Econ.",Article,,Scopus,2-s2.0-84859741263
"McCrate E.","Flexibility for Whom? Control over Work Schedule Variability in the US",2012,"Feminist Economics","18","1",,"39","72",,13,10.1080/13545701.2012.660179,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859749763&doi=10.1080%2f13545701.2012.660179&partnerID=40&md5=172abb2507eb3dced2882f1a4d563960","Department of Economics, University of Vermont, 231 Old Mill, Burlington, VT 05405, United States","McCrate, E., Department of Economics, University of Vermont, 231 Old Mill, Burlington, VT 05405, United States","According to the May Work Schedules and Work at Home Supplement of the Current Population Survey in 1997, 2001, and 2004, the proportion of employees in the United States with variable starting and/or stopping times who do not control their schedules has increased rapidly since the late 1990s. This category included one out of nine civilian employees ages 18-65 in 2004. These jobs have increased rapidly within industries and occupations. The incumbents of these jobs are more likely to be men, black, and immigrant; white, US-born women' chances of holding such jobs are greatly reduced by their responsibility for children. These findings identify a growing tendency to structure jobs so as to exacerbate the conflict between family work and paid employment, and to reinforce the gender division of labor between home and wage labor, especially in the most disadvantaged communities within the US. © 2012 Copyright Taylor and Francis Group, LLC.","control over work schedules; Irregular work schedules; job flexibility; unsocial hours",,"McCrate, E.; Department of Economics, University of Vermont, 231 Old Mill, Burlington, VT 05405, United States; email: elaine.mccrate@uvm.edu",,,13545701,,,,"English","Fem. Econ.",Article,,Scopus,2-s2.0-84859749763
"Beblo M., Ortlieb R.","Absent from Work? The Impact of Household and Work Conditions in Germany",2012,"Feminist Economics","18","1",,"73","97",,2,10.1080/13545701.2012.661065,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859738286&doi=10.1080%2f13545701.2012.661065&partnerID=40&md5=6e7a3a4b3fdc3911df08ad92591c1639","Berlin School of Economics and Law, Badensche Strasse 52, Berlin, 10825, Germany; Department of Human Resource Management, University of Graz, Elisabethstrasse 50b, Graz, 8010, Austria","Beblo, M., Berlin School of Economics and Law, Badensche Strasse 52, Berlin, 10825, Germany; Ortlieb, R., Department of Human Resource Management, University of Graz, Elisabethstrasse 50b, Graz, 8010, Austria","This contribution investigates sickness absences of German men and women from a longitudinal perspective. The article tests hypotheses on household context and paid working conditions as determinants for men' and women' absences from employment. The empirical analysis is based on selected waves of the German Socio-Economic Panel (SOEP) between 1985 and 2001. The results of ordered probit estimations confirm that women' and men' sickness absences were related to both working conditions and household context. The findings thus indicate the potential empirical relevance of the ""double burden"" for German women and men. The stereotype of higher absences of women due to family obligations does not seem to fully represent the actual behavior of German employees, at least for the 1985-2001 period. However, the relative importance of specific working conditions and the relative importance of household structure versus amount of time spent in household production differed between men and women. © 2012 Copyright Taylor and Francis Group, LLC.","gender effects; household characteristics; job characteristics; ordered probit estimation; Sickness absences",,"Beblo, M.; Berlin School of Economics and Law, Badensche Strasse 52, Berlin, 10825, Germany; email: pirmin.fessler@oenb.at",,,13545701,,,,"English","Fem. Econ.",Article,,Scopus,2-s2.0-84859738286
"Bastani M.","We are destroyers of the status quo",2012,"Women and Performance","22","2-3",,"345","",,,10.1080/0740770X.2012.720892,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024167905&doi=10.1080%2f0740770X.2012.720892&partnerID=40&md5=c47f4a2c82d846f10f8d929cac782816",,"Bastani, M.",[No abstract available],,,,,,0740770X,,,,"English","Women Perform.",Article,,Scopus,2-s2.0-85024167905
"Moss C.","I Hate History",2012,"Women and Performance","22","2-3",,"353","",,,10.1080/0740770X.2012.720894,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024149198&doi=10.1080%2f0740770X.2012.720894&partnerID=40&md5=0cf1d4cd99616d2ab7d2e73a602294d8",,"Moss, C.",[No abstract available],,,,,,0740770X,,,,"English","Women Perform.",Article,,Scopus,2-s2.0-85024149198
"Wadkins K.E.","Making sure the freaky ladies get represented",2012,"Women and Performance","22","2-3",,"361","",,,10.1080/0740770X.2012.720896,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024190504&doi=10.1080%2f0740770X.2012.720896&partnerID=40&md5=fb6317d6c9b73ed4c46a58d7e2b176e5",,"Wadkins, K.E.",[No abstract available],,,,,,0740770X,,,,"English","Women Perform.",Article,,Scopus,2-s2.0-85024190504
"Brawner L., Stinson E.","Soundtracks",2012,"Women and Performance","22","2-3",,"343","",,,10.1080/0740770X.2012.720897,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024169909&doi=10.1080%2f0740770X.2012.720897&partnerID=40&md5=b2183c80f7eeb02d61f0db55ae56707f","Department of Performance Studies, New York University, NY, United States","Brawner, L., Department of Performance Studies, New York University, NY, United States; Stinson, E., Department of Performance Studies, New York University, NY, United States",[No abstract available],,,"Stinson, E.email: stinson@nyu.edu",,,0740770X,,,,"English","Women Perform.",Article,,Scopus,2-s2.0-85024169909
"Laurie A.J.","My New Zealand Lesbian Studies Through Time and Times",2012,"Journal of Lesbian Studies","16","1",,"76","89",,,10.1080/10894160.2011.557645,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855915622&doi=10.1080%2f10894160.2011.557645&partnerID=40&md5=de107d37b34743975c2a61956606a705","P.O. Box 71, Paekakariki 5258, Kapiti Coast, Wellington, New Zealand","Laurie, A.J., P.O. Box 71, Paekakariki 5258, Kapiti Coast, Wellington, New Zealand","In this article Alison J. Laurie reflects on her political activism and how it informs her academic scholarship and research interests relating to lesbian studies in New Zealand. She concludes that her desire for social change and commitment to lesbian community development inspired her early activism and has continued to inform her activism as well as her academic research and writing. She discusses her involvement in lesbian and gay organizations and campaigns, in New Zealand, Scandinavia, the United States and the United Kingdom, and the ideas that have informed and influenced her work. She pioneered the first lesbian studies courses in New Zealand, initially through community education, and from 1990 for university credit, and considers the contribution these courses can make. Finally, she reflects on several of her articles, book chapters and books considering how her work has developed during the past 50 years. © 2012 Copyright Taylor and Francis Group, LLC.","Alison J. Laurie; Circle; lesbian activism; lesbian archives; lesbian radio; New Zealand lesbian studies; SHE; Sisters for Homophile Equality","article; community care; cultural factor; education; female; human; human relation; lesbian; New Zealand; perception; personal autonomy; social change; social psychology; statistics; university; women's health; women's rights; Community Networks; Cultural Characteristics; Female; Homosexuality, Female; Humans; Interpersonal Relations; New Zealand; Personal Autonomy; Social Change; Social Perception; Stereotyping; Universities; Women's Health; Women's Rights","Laurie, A. J.P.O. Box 71, Paekakariki 5258, Kapiti Coast, Wellington, New Zealand; email: Alison.Laurie@vuw.ac.nz",,,10894160,,,22239454,"English","J. Lesbian Stud.",Article,,Scopus,2-s2.0-84855915622
"Luis K.N.","Karma Eaters: The Politics of Food and Fat in Women's Land Communities in the United States",2012,"Journal of Lesbian Studies","16","1",,"108","134",,2,10.1080/10894160.2011.605007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855919816&doi=10.1080%2f10894160.2011.605007&partnerID=40&md5=df69698369f8fdc07662739f2d6213f1","Women's, Gender, and Sexuality Studies, Harvard University, Boylston Hall, 5 Harvard Yard, Cambridge, MA 02138, United States","Luis, K.N., Women's, Gender, and Sexuality Studies, Harvard University, Boylston Hall, 5 Harvard Yard, Cambridge, MA 02138, United States","Why is thinness so important among women who have largely rejected mainstream definitions of femininity? The idea of health has great cultural power and has come to symbolize not simply bodily but also spiritual, social, and moral well-being. These ideas permeate U.S. culture, and in women's land communities, the virtue of hunger and the morality of health take on differently inflected but no less potent meanings. Ironically, in a context where women reject many gender restrictions-restrictions increasingly, as Sandra Bartky notes, focused on the female body-the importance of the thin (and thus properly feminine) body persists through the symbolism of health and virtue. © 2012 Copyright Taylor and Francis Group, LLC.","body image; fat studies; fatphobia; intentional community; lesbian lands; lesbian studies; women's lands","article; attitude to health; body image; body weight; demography; feeding behavior; female; femininity; human; human relation; perception; social psychology; United States; women's health; Attitude to Health; Body Image; Female; Femininity; Food Habits; Humans; Interpersonal Relations; Residence Characteristics; Social Conformity; Social Perception; Stereotyping; Thinness; United States; Women's Health","Luis, K. N.; Women's, Gender, and Sexuality Studies, Harvard University, Boylston Hall, 5 Harvard Yard, Cambridge, MA 02138, United States; email: keridwen.luis@gmail.com",,,10894160,,,22239456,"English","J. Lesbian Stud.",Article,,Scopus,2-s2.0-84855919816
"Randall C.E., Eliason M.","Out Lesbians in Nursing: What Would Florence Say?",2012,"Journal of Lesbian Studies","16","1",,"65","75",,5,10.1080/10894160.2011.557644,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855961753&doi=10.1080%2f10894160.2011.557644&partnerID=40&md5=fc343717caa35a45a6a49a0891ba5187","School of Nursing, University of Southern Maine, 51 Westminster Street, #162H, Lewiston, ME 04240, United States; Department of Health Education, San Francisco State University, San Francisco, CA, United States","Randall, C.E., School of Nursing, University of Southern Maine, 51 Westminster Street, #162H, Lewiston, ME 04240, United States; Eliason, M., Department of Health Education, San Francisco State University, San Francisco, CA, United States","Research and education on lesbian health has increased substantially in quantity and quality in the past 40 years, but little of this work has been produced by nursing scholars. We began our academic nursing careers as out lesbian faculty at the same college of nursing in the late 1980s, where we collaborated on the earliest studies of attitudes about lesbians in the nursing profession. Our paths diverged in the early 1990s, but we shared similar experiences in nursing education that highlight the structural and attitudinal barriers within nursing that have inhibited lesbian health studies. The deeply imbedded lesbian phobia within nursing has historic roots that plague contemporary research, education, and practice. In this article, we discuss the inclusion of lesbian health in nursing, share some of our personal stories about the obstacles we encountered, and end with suggestions for changing this stifling climate for future generations of lesbian health scholars. © 2012 Copyright Taylor and Francis Group, LLC.","lesbian health; LGBT health; nursing education","article; female; health personnel attitude; human; lesbian; nurse; nurse attitude; nursing education; nursing organization; nursing research; perception; psychological aspect; self disclosure; social psychology; standard; Attitude of Health Personnel; Education, Nursing; Faculty, Nursing; Female; Homosexuality, Female; Humans; Nurse's Role; Nurses; Nursing Research; Prejudice; Self Disclosure; Social Perception; Societies, Nursing; Stereotyping","Randall, C. E.; School of Nursing, University of Southern Maine, 51 Westminster Street, #162H, Lewiston, ME 04240, United States; email: randallc@usm.maine.edu",,,10894160,,,22239453,"English","J. Lesbian Stud.",Article,,Scopus,2-s2.0-84855961753
"Johnson S.M.","Lesbian Mothers and Their Children: The Third Wave",2012,"Journal of Lesbian Studies","16","1",,"45","53",,5,10.1080/10894160.2011.557642,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855946111&doi=10.1080%2f10894160.2011.557642&partnerID=40&md5=f5dd78dddf969ddba5eeb91e64bbdae5","Department of Psychology, Dowling College, Fortunoff Hall, Rm. 310, Oakdale, New York 11769, United States","Johnson, S.M., Department of Psychology, Dowling College, Fortunoff Hall, Rm. 310, Oakdale, New York 11769, United States","Research regarding lesbian mothers and their children has gone through a transformation in the last forty years. The first wave of research examined lesbians who had become parents while in heterosexual relationships. The second wave examined women who became parents within the context of lesbian relationships. Both of these waves focused on family functioning and child outcome, using heterosexual-headed families as comparison groups. The third wave of research, which is now underway, is focusing on the unique challenges faced by these families, and how lesbian mothers are creating and raising their families on their own terms. This article explores the research as it has evolved over the years and the direction in which it is headed. © 2012 Copyright Taylor and Francis Group, LLC.","children of lesbian mothers; gay and lesbian parenting; lesbian mothers","adaptive behavior; article; child; child parent relation; child rearing; control; female; human; human relation; lesbian; male; mother child relation; perception; psychological aspect; social behavior; social psychology; social support; women's health; Adaptation, Psychological; Child; Child Rearing; Female; Homosexuality, Female; Humans; Internal-External Control; Interpersonal Relations; Male; Mother-Child Relations; Parenting; Prejudice; Social Conformity; Social Identification; Social Perception; Social Support; Women's Health","Johnson, S. M.; Department of Psychology, Dowling College, Fortunoff Hall, Rm. 310, Oakdale, New York 11769, United States; email: johnsons@dowling.edu",,,10894160,,,22239451,"English","J. Lesbian Stud.",Article,,Scopus,2-s2.0-84855946111
